"id_timeseries","variable","E_opti","rho_opti","method_opti","stocklong","assessid","scientificname","commonname","areaid","region"
"ARFLOUNDPCOAST","sst.z",3,0.377012715639743,"positive_range_top_20_percent","Arrowtooth flounder Pacific Coast","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH","Atheresthes stomias","Arrowtooth flounder","USA-NMFS-PCOAST","US West Coast"
"ARFLOUNDPCOAST","prodbest.divTB",7,0.811337046557621,"positive_range_top_20_percent","Arrowtooth flounder Pacific Coast","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH","Atheresthes stomias","Arrowtooth flounder","USA-NMFS-PCOAST","US West Coast"
"ARFLOUNDPCOAST","UdivUmsypref",2,0.919427380929213,"positive_range_top_20_percent","Arrowtooth flounder Pacific Coast","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH","Atheresthes stomias","Arrowtooth flounder","USA-NMFS-PCOAST","US West Coast"
"AUROCKPCOAST","sst.z",5,0.28572812261235,"positive_range_top_20_percent","Aurora rockfish Pacific Coast","NWFSC-AUROCKPCOAST-1916-2013-SISIMP2016","Sebastes aurora","Aurora rockfish","USA-NMFS-PCOAST","US West Coast"
"AUROCKPCOAST","prodbest.divTB",10,0.961113613193666,"positive_range_top_20_percent","Aurora rockfish Pacific Coast","NWFSC-AUROCKPCOAST-1916-2013-SISIMP2016","Sebastes aurora","Aurora rockfish","USA-NMFS-PCOAST","US West Coast"
"AUROCKPCOAST","UdivUmsypref",7,0.901233078272674,"positive_range_top_20_percent","Aurora rockfish Pacific Coast","NWFSC-AUROCKPCOAST-1916-2013-SISIMP2016","Sebastes aurora","Aurora rockfish","USA-NMFS-PCOAST","US West Coast"
"BGRDRNSWWA","sst.z",4,0.649555692963285,"positive_range_top_20_percent","Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
"BGRDRNSWWA","prodbest.divTB",6,0.313284033102839,"positive_range_top_20_percent","Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
"BGRDRNSWWA","UdivUmsypref",3,0.915763690588403,"positive_range_top_20_percent","Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
"BGROCKPCOAST","sst.z",9,0.385152574269735,"positive_range_top_20_percent","Blackgill rockfish Pacific Coast","NWFSC-BGROCKPCOAST-1950-2011-STACHURA","Sebastes melanostomus","Blackgill rockfish","USA-NMFS-PCOAST","US West Coast"
"BGROCKPCOAST","prodbest.divTB",2,0.974155312557445,"positive_range_top_20_percent","Blackgill rockfish Pacific Coast","NWFSC-BGROCKPCOAST-1950-2011-STACHURA","Sebastes melanostomus","Blackgill rockfish","USA-NMFS-PCOAST","US West Coast"
"BGROCKPCOAST","UdivUmsypref",2,0.911255740588491,"positive_range_top_20_percent","Blackgill rockfish Pacific Coast","NWFSC-BGROCKPCOAST-1950-2011-STACHURA","Sebastes melanostomus","Blackgill rockfish","USA-NMFS-PCOAST","US West Coast"
"BIGEYEATL","sst.z",4,0.730553290422593,"positive_range_top_20_percent","Bigeye tuna Atlantic Ocean","ICCAT-BIGEYEATL-1950-2010-CHING","Thunnus obesus","Bigeye tuna","multinational-ICCAT-ATL","Atlantic Ocean"
"BIGEYEATL","prodbest.divTB",9,0.988140807216669,"positive_range_top_20_percent","Bigeye tuna Atlantic Ocean","ICCAT-BIGEYEATL-1950-2010-CHING","Thunnus obesus","Bigeye tuna","multinational-ICCAT-ATL","Atlantic Ocean"
"BIGEYEATL","UdivUmsypref",2,0.977818024663453,"positive_range_top_20_percent","Bigeye tuna Atlantic Ocean","ICCAT-BIGEYEATL-1950-2010-CHING","Thunnus obesus","Bigeye tuna","multinational-ICCAT-ATL","Atlantic Ocean"
"BIGEYECWPAC","sst.z",7,0.805833052730784,"positive_range_top_20_percent","Bigeye tuna Central Western Pacific Ocean","SPC-BIGEYECWPAC-1952-2012-PONS","Thunnus obesus","Bigeye tuna","multinational-WCPFC-CWPAC","Pacific Ocean"
"BIGEYECWPAC","prodbest.divTB",4,0.816022979827181,"positive_range_top_20_percent","Bigeye tuna Central Western Pacific Ocean","SPC-BIGEYECWPAC-1952-2012-PONS","Thunnus obesus","Bigeye tuna","multinational-WCPFC-CWPAC","Pacific Ocean"
"BIGEYECWPAC","UdivUmsypref",6,0.971051934559491,"positive_range_top_20_percent","Bigeye tuna Central Western Pacific Ocean","SPC-BIGEYECWPAC-1952-2012-PONS","Thunnus obesus","Bigeye tuna","multinational-WCPFC-CWPAC","Pacific Ocean"
"BIGHTREDSE","sst.z",9,0.60860549939088,"positive_range_top_20_percent","Bight redfish Southeast Australia","CSIRO-BIGHTREDSE-1958-2007-FULTON","Centroberyx gerrardi","Bight redfish","Australia-AFMA-SE","Australia"
"BIGHTREDSE","prodbest.divTB",6,0.944750036246297,"positive_range_top_20_percent","Bight redfish Southeast Australia","CSIRO-BIGHTREDSE-1958-2007-FULTON","Centroberyx gerrardi","Bight redfish","Australia-AFMA-SE","Australia"
"BIGHTREDSE","UdivUmsypref",6,0.890676375570454,"positive_range_top_20_percent","Bight redfish Southeast Australia","CSIRO-BIGHTREDSE-1958-2007-FULTON","Centroberyx gerrardi","Bight redfish","Australia-AFMA-SE","Australia"
"BLACKROCKCAL","sst.z",2,0.28599819693991,"positive_range_top_20_percent","Black rockfish California","SWFSC-BLACKROCKCAL-1916-2019-SISIMP2021-2","Sebastes melanops","Black rockfish","USA-NMFS-CAL","US West Coast"
"BLACKROCKCAL","prodbest.divTB",5,0.84430947976269,"positive_range_top_20_percent","Black rockfish California","SWFSC-BLACKROCKCAL-1916-2019-SISIMP2021-2","Sebastes melanops","Black rockfish","USA-NMFS-CAL","US West Coast"
"BLACKROCKCAL","UdivUmsypref",4,0.94886202363404,"positive_range_top_20_percent","Black rockfish California","SWFSC-BLACKROCKCAL-1916-2019-SISIMP2021-2","Sebastes melanops","Black rockfish","USA-NMFS-CAL","US West Coast"
"BLACKROCKORECOAST","sst.z",3,0.44986291349016,"positive_range_top_20_percent","Black rockfish Oregon Coast","NWFSC-BLACKROCKORECOAST-1892-2019-SISIMP2021-2","Sebastes melanops","Black rockfish","USA-NMFS-ORECOAST","US West Coast"
"BLACKROCKORECOAST","prodbest.divTB",4,0.97211786556655,"positive_range_top_20_percent","Black rockfish Oregon Coast","NWFSC-BLACKROCKORECOAST-1892-2019-SISIMP2021-2","Sebastes melanops","Black rockfish","USA-NMFS-ORECOAST","US West Coast"
"BLACKROCKORECOAST","UdivUmsypref",5,0.966870980455288,"positive_range_top_20_percent","Black rockfish Oregon Coast","NWFSC-BLACKROCKORECOAST-1892-2019-SISIMP2021-2","Sebastes melanops","Black rockfish","USA-NMFS-ORECOAST","US West Coast"
"BLACKROCKWASH","sst.z",2,0.236224937019975,"positive_range_top_20_percent","Black rockfish Washington","NWFSC-BLACKROCKWASH-1940-2019-SISIMP2021-2","Sebastes melanops","Black rockfish","USA-NMFS-WASH","US West Coast"
"BLACKROCKWASH","prodbest.divTB",4,0.886464881531914,"positive_range_top_20_percent","Black rockfish Washington","NWFSC-BLACKROCKWASH-1940-2019-SISIMP2021-2","Sebastes melanops","Black rockfish","USA-NMFS-WASH","US West Coast"
"BLACKROCKWASH","UdivUmsypref",3,0.971925344762411,"positive_range_top_20_percent","Black rockfish Washington","NWFSC-BLACKROCKWASH-1940-2019-SISIMP2021-2","Sebastes melanops","Black rockfish","USA-NMFS-WASH","US West Coast"
"BLKMARLINIO","sst.z",4,0.792413884472384,"positive_range_top_20_percent","Black marlin Indian Ocean","IOTC-BLKMARLINIO-1950-2014-PONS","Istiompax indica","Black marlin","multinational-IOTC-IO","Indian Ocean"
"BLKMARLINIO","prodbest.divTB",3,0.907245817292784,"positive_range_top_20_percent","Black marlin Indian Ocean","IOTC-BLKMARLINIO-1950-2014-PONS","Istiompax indica","Black marlin","multinational-IOTC-IO","Indian Ocean"
"BLKMARLINIO","UdivUmsypref",3,0.965050248932989,"positive_range_top_20_percent","Black marlin Indian Ocean","IOTC-BLKMARLINIO-1950-2014-PONS","Istiompax indica","Black marlin","multinational-IOTC-IO","Indian Ocean"
"BLSHARIO","sst.z",4,0.606020871726283,"positive_range_top_20_percent","Blue shark Indian Ocean","IOTC-BLSHARIO-1970-2019-SMITH","Prionace glauca","Blue shark","multinational-IOTC-IO","Indian Ocean"
"BLSHARIO","prodbest.divTB",2,0.873724866540114,"positive_range_top_20_percent","Blue shark Indian Ocean","IOTC-BLSHARIO-1970-2019-SMITH","Prionace glauca","Blue shark","multinational-IOTC-IO","Indian Ocean"
"BLSHARIO","UdivUmsypref",5,0.971541798533498,"positive_range_top_20_percent","Blue shark Indian Ocean","IOTC-BLSHARIO-1970-2019-SMITH","Prionace glauca","Blue shark","multinational-IOTC-IO","Indian Ocean"
"BLUEROCKCAL","sst.z",2,0.363182379415753,"positive_range_top_20_percent","Blue rockfish California","NWFSC-BLUEROCKCAL-1916-2007-BRANCH","Sebastes mystinus","Blue rockfish","USA-NMFS-CAL","US West Coast"
"BLUEROCKCAL","prodbest.divTB",3,0.908662795265002,"positive_range_top_20_percent","Blue rockfish California","NWFSC-BLUEROCKCAL-1916-2007-BRANCH","Sebastes mystinus","Blue rockfish","USA-NMFS-CAL","US West Coast"
"BLUEROCKCAL","UdivUmsypref",5,0.86926379816517,"positive_range_top_20_percent","Blue rockfish California","NWFSC-BLUEROCKCAL-1916-2007-BRANCH","Sebastes mystinus","Blue rockfish","USA-NMFS-CAL","US West Coast"
"BMARLINATL","sst.z",5,0.718412635997704,"positive_range_top_20_percent","Blue marlin Atlantic Ocean","ICCAT-BMARLINATL-1956-2010-CHING","Makaira nigricans","Blue marlin","multinational-ICCAT-ATL","Atlantic Ocean"
"BMARLINATL","prodbest.divTB",2,0.88076394174611,"positive_range_top_20_percent","Blue marlin Atlantic Ocean","ICCAT-BMARLINATL-1956-2010-CHING","Makaira nigricans","Blue marlin","multinational-ICCAT-ATL","Atlantic Ocean"
"BMARLINATL","UdivUmsypref",6,0.856529977490854,"positive_range_top_20_percent","Blue marlin Atlantic Ocean","ICCAT-BMARLINATL-1956-2010-CHING","Makaira nigricans","Blue marlin","multinational-ICCAT-ATL","Atlantic Ocean"
"BMARLINIO","sst.z",5,0.449981420739078,"positive_range_top_20_percent","Indo Pacific blue marlin Indian Ocean","IOTC-BMARLINIO-1950-2014-PONS","Makaira mazara","Indo Pacific blue marlin","multinational-IOTC-IO","Indian Ocean"
"BMARLINIO","prodbest.divTB",2,0.719917668781168,"positive_range_top_20_percent","Indo Pacific blue marlin Indian Ocean","IOTC-BMARLINIO-1950-2014-PONS","Makaira mazara","Indo Pacific blue marlin","multinational-IOTC-IO","Indian Ocean"
"BMARLINIO","UdivUmsypref",2,0.955382577204657,"positive_range_top_20_percent","Indo Pacific blue marlin Indian Ocean","IOTC-BMARLINIO-1950-2014-PONS","Makaira mazara","Indo Pacific blue marlin","multinational-IOTC-IO","Indian Ocean"
"BOCACCBCW","sst.z",4,0.252213653153493,"positive_range_top_20_percent","Bocaccio British Columbia Waters","DFO-PAC-BOCACCBCW-1935-2012-CHING","Sebastes paucispinis","Bocaccio","Canada-DFO-BCW","Canada West Coast"
"BOCACCBCW","prodbest.divTB",2,0.679622214569817,"positive_range_top_20_percent","Bocaccio British Columbia Waters","DFO-PAC-BOCACCBCW-1935-2012-CHING","Sebastes paucispinis","Bocaccio","Canada-DFO-BCW","Canada West Coast"
"BOCACCBCW","UdivUmsypref",2,0.971782776727248,"positive_range_top_20_percent","Bocaccio British Columbia Waters","DFO-PAC-BOCACCBCW-1935-2012-CHING","Sebastes paucispinis","Bocaccio","Canada-DFO-BCW","Canada West Coast"
"BOCACCSPCOAST","sst.z",9,0.557962775640594,"positive_range_top_20_percent","Bocaccio Southern Pacific Coast","PFMC-BOCACCSPCOAST-1930-2009-CHING","Sebastes paucispinis","Bocaccio","USA-NMFS-SPCOAST","US West Coast"
"BOCACCSPCOAST","prodbest.divTB",3,0.90213560854791,"positive_range_top_20_percent","Bocaccio Southern Pacific Coast","PFMC-BOCACCSPCOAST-1930-2009-CHING","Sebastes paucispinis","Bocaccio","USA-NMFS-SPCOAST","US West Coast"
"BOCACCSPCOAST","UdivUmsypref",4,0.950603393894762,"positive_range_top_20_percent","Bocaccio Southern Pacific Coast","PFMC-BOCACCSPCOAST-1930-2009-CHING","Sebastes paucispinis","Bocaccio","USA-NMFS-SPCOAST","US West Coast"
"BRNROCKPCOAST","sst.z",5,0.28572812261235,"positive_range_top_20_percent","Brown rockfish Pacific Coast","SWFSC-BRNROCKPCOAST-1916-2012-SISIMP2016","Sebastes auriculatus","Brown rockfish","USA-NMFS-PCOAST","US West Coast"
"BRNROCKPCOAST","prodbest.divTB",4,0.985463939817282,"positive_range_top_20_percent","Brown rockfish Pacific Coast","SWFSC-BRNROCKPCOAST-1916-2012-SISIMP2016","Sebastes auriculatus","Brown rockfish","USA-NMFS-PCOAST","US West Coast"
"BRNROCKPCOAST","UdivUmsypref",7,0.897064573825259,"positive_range_top_20_percent","Brown rockfish Pacific Coast","SWFSC-BRNROCKPCOAST-1916-2012-SISIMP2016","Sebastes auriculatus","Brown rockfish","USA-NMFS-PCOAST","US West Coast"
"CABEZSCAL","sst.z",9,0.193555376122153,"positive_range_top_20_percent","Cabezon Southern California","PFMC-CABEZSCAL-1930-2009-CHING","Scorpaenichthys marmoratus","Cabezon","USA-NMFS-SCAL","US West Coast"
"CABEZSCAL","prodbest.divTB",6,0.692103279591962,"positive_range_top_20_percent","Cabezon Southern California","PFMC-CABEZSCAL-1930-2009-CHING","Scorpaenichthys marmoratus","Cabezon","USA-NMFS-SCAL","US West Coast"
"CABEZSCAL","UdivUmsypref",7,0.789851073360483,"positive_range_top_20_percent","Cabezon Southern California","PFMC-CABEZSCAL-1930-2009-CHING","Scorpaenichthys marmoratus","Cabezon","USA-NMFS-SCAL","US West Coast"
"CALSCORPSCAL","sst.z",5,0.415021297626485,"positive_range_top_20_percent","California scorpionfish Southern California","SWFSC-CALSCORPSCAL-1990-2005-STANTON","Scorpaena guttata","California scorpionfish","USA-NMFS-SCAL","US West Coast"
"CALSCORPSCAL","prodbest.divTB",2,0.865483931710529,"positive_range_top_20_percent","California scorpionfish Southern California","SWFSC-CALSCORPSCAL-1990-2005-STANTON","Scorpaena guttata","California scorpionfish","USA-NMFS-SCAL","US West Coast"
"CALSCORPSCAL","UdivUmsypref",4,0.844613556266282,"positive_range_top_20_percent","California scorpionfish Southern California","SWFSC-CALSCORPSCAL-1990-2005-STANTON","Scorpaena guttata","California scorpionfish","USA-NMFS-SCAL","US West Coast"
"CHAKESA","sst.z",4,0.876162826116609,"positive_range_top_20_percent","Shallow water cape hake South Africa","MARAM-CHAKESA-1917-2015-Rademeyer","Merluccius capensis","Shallow water cape hake","South Africa-DETMCM-SA","Southern Africa"
"CHAKESA","prodbest.divTB",3,0.995404407688206,"positive_range_top_20_percent","Shallow water cape hake South Africa","MARAM-CHAKESA-1917-2015-Rademeyer","Merluccius capensis","Shallow water cape hake","South Africa-DETMCM-SA","Southern Africa"
"CHAKESA","UdivUmsypref",3,0.955355897064438,"positive_range_top_20_percent","Shallow water cape hake South Africa","MARAM-CHAKESA-1917-2015-Rademeyer","Merluccius capensis","Shallow water cape hake","South Africa-DETMCM-SA","Southern Africa"
"CHILISPCOAST","sst.z",5,0.565319129408057,"positive_range_top_20_percent","Chilipepper Southern Pacific Coast","NWFSC-CHILISPCOAST-1892-2007-BRANCH","Sebastes goodei","Chilipepper","USA-NMFS-SPCOAST","US West Coast"
"CHILISPCOAST","prodbest.divTB",7,0.695262611613252,"positive_range_top_20_percent","Chilipepper Southern Pacific Coast","NWFSC-CHILISPCOAST-1892-2007-BRANCH","Sebastes goodei","Chilipepper","USA-NMFS-SPCOAST","US West Coast"
"CHILISPCOAST","UdivUmsypref",3,0.95490668344998,"positive_range_top_20_percent","Chilipepper Southern Pacific Coast","NWFSC-CHILISPCOAST-1892-2007-BRANCH","Sebastes goodei","Chilipepper","USA-NMFS-SPCOAST","US West Coast"
"CHROCKCPCOAST","sst.z",3,0.428355398190198,"positive_range_top_20_percent","China rockfish Central Pacific Coast","NWFSC-CHROCKCPCOAST-1900-2019-SISIMP2021-2","Sebastes nebulosus","China rockfish","USA-NMFS-CPCOAST","US West Coast"
"CHROCKCPCOAST","prodbest.divTB",5,0.989865921216815,"positive_range_top_20_percent","China rockfish Central Pacific Coast","NWFSC-CHROCKCPCOAST-1900-2019-SISIMP2021-2","Sebastes nebulosus","China rockfish","USA-NMFS-CPCOAST","US West Coast"
"CHROCKCPCOAST","UdivUmsypref",2,0.962965257174946,"positive_range_top_20_percent","China rockfish Central Pacific Coast","NWFSC-CHROCKCPCOAST-1900-2019-SISIMP2021-2","Sebastes nebulosus","China rockfish","USA-NMFS-CPCOAST","US West Coast"
"CHROCKNPCOAST","sst.z",8,0.394373113997638,"positive_range_top_20_percent","China rockfish Northern Pacific Coast","SWFSC-CHROCKNPCOAST-1900-2019-SISIMP2021-2","Sebastes nebulosus","China rockfish","USA-NMFS-NPCOAST","US West Coast"
"CHROCKNPCOAST","prodbest.divTB",4,0.933765864078001,"positive_range_top_20_percent","China rockfish Northern Pacific Coast","SWFSC-CHROCKNPCOAST-1900-2019-SISIMP2021-2","Sebastes nebulosus","China rockfish","USA-NMFS-NPCOAST","US West Coast"
"CHROCKNPCOAST","UdivUmsypref",7,0.958061792849632,"positive_range_top_20_percent","China rockfish Northern Pacific Coast","SWFSC-CHROCKNPCOAST-1900-2019-SISIMP2021-2","Sebastes nebulosus","China rockfish","USA-NMFS-NPCOAST","US West Coast"
"CHROCKSPCOAST","sst.z",2,0.49401083504648,"positive_range_top_20_percent","China rockfish Southern Pacific Coast","NWFSC-CHROCKSPCOAST-1900-2019-SISIMP2021-2","Sebastes nebulosus","China rockfish","USA-NMFS-SPCOAST","US West Coast"
"CHROCKSPCOAST","prodbest.divTB",4,0.986634547810003,"positive_range_top_20_percent","China rockfish Southern Pacific Coast","NWFSC-CHROCKSPCOAST-1900-2019-SISIMP2021-2","Sebastes nebulosus","China rockfish","USA-NMFS-SPCOAST","US West Coast"
"CHROCKSPCOAST","UdivUmsypref",3,0.975388336951523,"positive_range_top_20_percent","China rockfish Southern Pacific Coast","NWFSC-CHROCKSPCOAST-1900-2019-SISIMP2021-2","Sebastes nebulosus","China rockfish","USA-NMFS-SPCOAST","US West Coast"
"CHTRACCH","sst.z",2,0.482477503821417,"positive_range_top_20_percent","Chilean jack mackerel Chilean EEZ and offshore","IFOP-CHTRACCH-1950-2010-RICARD","Trachurus murphyi","Chilean jack mackerel","multinational-SPRFMO-CH","South America"
"CHTRACCH","prodbest.divTB",4,0.838808008019114,"positive_range_top_20_percent","Chilean jack mackerel Chilean EEZ and offshore","IFOP-CHTRACCH-1950-2010-RICARD","Trachurus murphyi","Chilean jack mackerel","multinational-SPRFMO-CH","South America"
"CHTRACCH","UdivUmsypref",3,0.869263948072021,"positive_range_top_20_percent","Chilean jack mackerel Chilean EEZ and offshore","IFOP-CHTRACCH-1950-2010-RICARD","Trachurus murphyi","Chilean jack mackerel","multinational-SPRFMO-CH","South America"
"CMACKPJPN","sst.z",4,0.472212301564598,"positive_range_top_20_percent","Chub mackerel Pacific Coast of Japan","FAJ-CMACKPJPN-1970-2009-ONO","Scomber japonicus","Chub mackerel","Japan-FAJ-PJPN","Japan"
"CMACKPJPN","prodbest.divTB",3,0.375063419183463,"positive_range_top_20_percent","Chub mackerel Pacific Coast of Japan","FAJ-CMACKPJPN-1970-2009-ONO","Scomber japonicus","Chub mackerel","Japan-FAJ-PJPN","Japan"
"CMACKPJPN","UdivUmsypref",4,0.394082230144074,"positive_range_top_20_percent","Chub mackerel Pacific Coast of Japan","FAJ-CMACKPJPN-1970-2009-ONO","Scomber japonicus","Chub mackerel","Japan-FAJ-PJPN","Japan"
"CMACKTSST","sst.z",3,0.618424371007678,"positive_range_top_20_percent","Chub mackerel Tsushima Strait","FAJ-CMACKTSST-1973-2014-KUROTA","Scomber japonicus","Chub mackerel","Japan-FAJ-TSST","Japan"
"CMACKTSST","prodbest.divTB",2,0.11348234030718,"positive_range_top_20_percent","Chub mackerel Tsushima Strait","FAJ-CMACKTSST-1973-2014-KUROTA","Scomber japonicus","Chub mackerel","Japan-FAJ-TSST","Japan"
"CMACKTSST","UdivUmsypref",7,0.482040942353205,"positive_range_top_20_percent","Chub mackerel Tsushima Strait","FAJ-CMACKTSST-1973-2014-KUROTA","Scomber japonicus","Chub mackerel","Japan-FAJ-TSST","Japan"
"COBGM","sst.z",3,-0.0223666381083364,"max_rho","Cobia Gulf of Mexico","SEFSC-COBGM-1927-2018-SISIMP2021-2","Rachycentron canadum","Cobia","USA-NMFS-GM","US Southeast and Gulf"
"COBGM","prodbest.divTB",2,0.909665456422701,"positive_range_top_20_percent","Cobia Gulf of Mexico","SEFSC-COBGM-1927-2018-SISIMP2021-2","Rachycentron canadum","Cobia","USA-NMFS-GM","US Southeast and Gulf"
"COBGM","UdivUmsypref",2,0.94913629895786,"positive_range_top_20_percent","Cobia Gulf of Mexico","SEFSC-COBGM-1927-2018-SISIMP2021-2","Rachycentron canadum","Cobia","USA-NMFS-GM","US Southeast and Gulf"
"COD1IN","sst.z",6,0.681999675521852,"positive_range_top_20_percent","Atlantic cod NAFO Subarea 1 (inshore)","NWWG-COD1IN-1976-2021-ICESIMP2021-2","Gadus morhua","Atlantic cod","multinational-ICES-1IN","Canada East Coast"
"COD1IN","prodbest.divTB",7,0.452720629886119,"positive_range_top_20_percent","Atlantic cod NAFO Subarea 1 (inshore)","NWWG-COD1IN-1976-2021-ICESIMP2021-2","Gadus morhua","Atlantic cod","multinational-ICES-1IN","Canada East Coast"
"COD1IN","UdivUmsypref",4,0.876439239607361,"positive_range_top_20_percent","Atlantic cod NAFO Subarea 1 (inshore)","NWWG-COD1IN-1976-2021-ICESIMP2021-2","Gadus morhua","Atlantic cod","multinational-ICES-1IN","Canada East Coast"
"COD5Zjm","sst.z",4,0.612207059050578,"positive_range_top_20_percent","Atlantic cod NAFO 5Zjm","DFO-COD5Zjm-1978-2010-WATSON","Gadus morhua","Atlantic cod","multinational-TRAC-5Zjm","Canada East Coast"
"COD5Zjm","prodbest.divTB",9,-0.014599707204414,"max_rho","Atlantic cod NAFO 5Zjm","DFO-COD5Zjm-1978-2010-WATSON","Gadus morhua","Atlantic cod","multinational-TRAC-5Zjm","Canada East Coast"
"COD5Zjm","UdivUmsypref",2,0.607275844064068,"positive_range_top_20_percent","Atlantic cod NAFO 5Zjm","DFO-COD5Zjm-1978-2010-WATSON","Gadus morhua","Atlantic cod","multinational-TRAC-5Zjm","Canada East Coast"
"CODBA2532","sst.z",10,0.451665469575218,"positive_range_top_20_percent","Atlantic cod Eastern Baltic","WGBFAS-CODBA2532-1966-2012-CHING","Gadus morhua","Atlantic cod","multinational-ICES-25-32","European Union"
"CODBA2532","prodbest.divTB",7,0.896016525642,"positive_range_top_20_percent","Atlantic cod Eastern Baltic","WGBFAS-CODBA2532-1966-2012-CHING","Gadus morhua","Atlantic cod","multinational-ICES-25-32","European Union"
"CODBA2532","UdivUmsypref",6,0.701684398832347,"positive_range_top_20_percent","Atlantic cod Eastern Baltic","WGBFAS-CODBA2532-1966-2012-CHING","Gadus morhua","Atlantic cod","multinational-ICES-25-32","European Union"
"CODFAPL","sst.z",8,0.727572734091001,"positive_range_top_20_percent","Atlantic cod Faroe Plateau","NWWG-CODFAPL-1959-2012-CHING","Gadus morhua","Atlantic cod","multinational-ICES-Vb1","Europe non EU"
"CODFAPL","prodbest.divTB",2,0.682347399521064,"positive_range_top_20_percent","Atlantic cod Faroe Plateau","NWWG-CODFAPL-1959-2012-CHING","Gadus morhua","Atlantic cod","multinational-ICES-Vb1","Europe non EU"
"CODFAPL","UdivUmsypref",10,0.496963980367914,"positive_range_top_20_percent","Atlantic cod Faroe Plateau","NWWG-CODFAPL-1959-2012-CHING","Gadus morhua","Atlantic cod","multinational-ICES-Vb1","Europe non EU"
"CODICE","sst.z",2,0.663182222156416,"positive_range_top_20_percent","Atlantic cod Iceland Grounds","NWWG-CODICE-1952-2012-CHING","Gadus morhua","Atlantic cod","multinational-ICES-Va","Europe non EU"
