"id_timeseries","intercept","slope","r_squared","p_value"
"DSOLEPCOAST",0.0511782984732149,-0.0326932655711323,0.337331977844286,5.52870994553606e-10
"ECSOLESASC",0.0997932377621075,0.0200347145525963,0.315333351274729,1.79530985227731e-09
"ESOLEPCOAST",0.0801370436545557,0.000184930346212791,0.000266524246834043,0.853735248134784
"GEMFISHNZ",0.0308915754627502,0.000469516330431861,0.000267065080034716,0.912215576348985
"GRSPROCKNCAL",0.520775969935384,-0.191797139220222,0.495859758147843,1.37850171919196e-14
"GRSPROCKSCAL",0.34952949441989,-0.131463110234215,0.489087546680683,1.25284558228957e-14
"GTRIGGM",0.0493094636455462,-0.000294654456307239,0.000151449844230486,0.921264490821719
"HADFAPL",0.27030876629987,-0.0563923610336556,0.0641508964677254,0.0573040704802697
"HAKESPPSAF",-0.270140942550079,0.0017229489151674,0.000219093844714691,0.922223494918392
"LINGCODNPCOAST",0.216194645729665,-0.450389092305568,0.0851764325833149,0.000958601251627148
"LINGCODSPCOAST",0.370898217812922,-0.123521070289052,0.247187031870719,3.67989917846332e-09
"LNOSESKAPCOAST",0.381397756544578,0.00455938400331474,0.00537882813600808,0.494586284000858
"LSTHORNHPCOAST",0.0288686534898608,-0.000718248969762005,0.00877166086976092,0.535853504534914
"MENATLAN",0.238376003319836,-0.0126588821876704,0.110811458109083,0.00875852541376726
"MORWONGESE",-0.0531756093413711,-0.00369612606561653,0.0512409006493147,0.0214911637607725
"NROCKGA",0.0612254920448625,-0.0004297691446608,0.00236383548739135,0.734757478648128
"NRSOLEEBSAI",0.326190574089584,0.0583716753951164,0.0201214759642282,0.423570356965577
"PAUAPAU5D",-0.00610200739599565,-0.0164263511013134,0.32384871477632,0.000127197590166204
"PCEELCSCH",0.125061435405774,0.00799537529092443,0.00137160089706143,0.822884882271294
"PCEELSCH",0.0221395313431089,-4.05645413400404e-05,0.000100693666836731,0.951654852133319
"REDFEAUS",0.0556898795386576,-0.00361010096698644,0.004973225244936,0.678319751178554
"RSNAPSATLC",0.213886355596548,-0.0139100406314207,0.342392028094721,1.00666370729866e-05
"RSROCKBCWS",0.12226160098914,-0.232109890188959,0.465498487098129,1.14728668551973e-11
"SABLEFEBSAIGA",-0.30107380744494,0.144788042946817,0.151526580177279,0.00749905362583527
"SABLEFPCOAST",-0.052329563751857,0.222191765846262,0.0942767480494935,0.00093988641039754
"SAILWATL",0.745255020108728,-0.0661756508330222,0.00761694971602117,0.564114509402065
"SBARSHARATL",-1.19997952734114,0.392515773664886,0.319672212156786,8.40302847024387e-06
"SCALL5ZMAB",-0.209242015069476,0.0819496940222965,0.227901802428234,0.00138924200275103
"SKJCWPAC",0.991056450656677,0.131539225417296,0.0285039077377708,0.332282458155035
"SKJEATL",2.04593444370543,-0.813909353236351,0.317752059346536,7.42303444975053e-06
"SOUTHHAKECH",0.0310321801201902,0.0106528792232161,0.0467047116703829,0.219605388054135
"SPHAKECH",0.0787687688117817,-2.35964762201841e-06,8.74519487213135e-08,0.99793623763827
"SSTHORNHPCOAST",-0.0713660825905076,0.000327709341824188,0.000203205003701222,0.883585169855369
"SWHITSE",0.349705495421608,-0.0194367756664615,0.00399144472862377,0.587690349220212
"SWORDNPAC",0.677285055499924,-0.459186625876706,0.273031571373011,0.000907941050440012
"SWORDSATL",1.92055351068797,-1.43070251522089,0.850930457596901,1.00247205503292e-22
"TANNERCRABBSAI",-0.00380812133101247,-0.0208034699526428,0.121950437876926,0.0293314101027964
"TIGERFLATSE",0.154950939455646,-0.0175319485566754,0.395712249388336,8.68863207235938e-12
"TREVALLYTRE7",0.0683713672497614,-0.000635968697218113,0.00070706140856293,0.841549645640759
"VSNAPGM",0.0567584849441511,0.00704196848703411,0.0210781588112233,0.264256942446724
"WROCKPCOAST",0.0947035523124328,0.097948297872773,0.56398016339064,1.01112552116827e-17
"YFINATL",0.408429480090524,-0.701682758681563,0.722358802415697,2.41848002040408e-18
"YFINCWPAC",0.473945753960648,0.0326374072805511,0.0679991440444057,0.0460659921686999
