"id_timeseries","intercept","slope","r_squared","p_value"
"COWCODSCAL",0.157444869439081,-0.0146292829567511,0.0528383838975801,0.0143161294420526
"CPRROCKPCOAST",-0.133663638047161,0.279742945656056,0.882966510198629,3.10616564742262e-43
"CROCKPCOAST",0.115013366383663,0.00203819355192169,0.00156560545941953,0.665225248304534
"DSOLEPCOAST",-0.0044151005152017,0.0140524578400213,0.461224064305813,2.83997151734421e-14
"ECSOLESASC",0.0294125269665375,0.0528919802186211,0.400385290664408,2.75358393557414e-12
"ESOLEPCOAST",0.0815931228538702,-0.000396177550297636,0.0196727430448715,0.111466073932908
"GEMFISHNZ",0.0362087647946551,-0.00695164352932454,0.0196952091840552,0.341405750901454
"GRSPROCKNCAL",-0.173798348393159,0.206602873397284,0.925835321209905,6.32193902123782e-51
"GRSPROCKSCAL",-0.076757779829024,0.120943338343979,0.812638829569412,4.0199859346909e-34
"GTRIGGM",0.0494813040848113,-0.000301244039343703,0.000265455434452919,0.895885071739287
"HAKESPPSAF",-0.261047888928672,-0.0114576970793713,0.000660915823654339,0.865331445500036
"LINGCODNPCOAST",-0.440656700323027,0.255315059330766,0.117378085051738,9.19145774007306e-05
"LINGCODSPCOAST",0.174596007377862,0.0788046075059265,0.281295882544109,1.99933806888755e-10
"LNOSESKAPCOAST",0.383495184848089,-0.000124532298773515,3.87630792230612e-05,0.953823348528834
"LSTHORNHPCOAST",0.0287564396632202,-0.000111507519275173,0.000311454232737119,0.907327677845402
"MENATLAN",0.210924607859717,0.00916803510503811,0.0139410811048814,0.364791682364546
"MORWONGESE",-0.0808532069244999,-8.81030560567375e-05,1.39471575545447e-05,0.970134575059507
"NROCKGA",0.0636515818345412,-0.00152228778170182,0.0359282236390084,0.182796272861807
"NRSOLEEBSAI",0.366834425331452,0.000502608072626871,7.2719491908851e-06,0.987923744195688
"PAUAPAU5D",-0.030059002869789,0.00959989988328663,0.228647420708293,0.00180395701802013
"PCEELCSCH",0.00310950257467308,0.232744895029115,0.0172550529209846,0.42538922360475
"PCEELSCH",0.0201935221893075,0.00242578625976805,0.00919010666694245,0.561551550486099
"REDFEAUS",0.0399750822670698,0.0105203779845889,0.055575763479509,0.160124842118
"RSNAPSATLC",0.15143734275319,0.0405604415965025,0.634881749608907,7.48964684526498e-12
"RSROCKBCWS",0.0393809450362281,0.0181500431048958,0.204129893706218,4.18843925853291e-05
"SABLEFEBSAIGA",-0.19101551475538,-0.00600754729131347,0.00110984139250048,0.826033807601591
"SABLEFPCOAST",0.323057502512407,-0.150740550494897,0.104907435344221,0.000465970136458208
"SAILWATL",0.547079881353856,0.0869562084060257,0.00287012474147903,0.723632761491581
"SBARSHARATL",1.45349539497059,-1.15045592921125,0.319192580495509,8.56421545752409e-06
"SCALL5ZMAB",-0.113770983791651,-0.0389554214686896,0.0944930987298429,0.0476720618487093
"SKJCWPAC",1.14840467209765,-0.0359231325903417,0.0493265821173392,0.19973606434675
"SKJEATL",1.02264676905798,0.37070315548239,0.278772880953153,3.43182887922144e-05
"SOUTHHAKECH",0.055349990765162,-0.0112832906954047,0.0386750067999045,0.26495754522519
"SPHAKECH",0.0795891777406112,-0.000669342262285923,0.00279022565207807,0.643839673001288
"SSTHORNHPCOAST",-0.0819233962016727,0.00446153036826735,0.0187183740656352,0.157971017077553
"SWHITSE",0.385064627416078,-0.0210900759718788,0.00335604365164689,0.619131421867609
"SWORDNPAC",0.0969093218666688,0.167452086140532,0.071106695021046,0.110625568119002
"SWORDSATL",-0.953495227650354,1.40906861133476,0.847325440682087,1.84750939830705e-22
"TANNERCRABBSAI",-0.00267037244112579,-0.00326390251213778,0.0317916268005258,0.277479324779011
"TIGERFLATSE",0.0918808119783624,0.0204468678861895,0.148724347442972,0.000113628818286471
"TREVALLYTRE7",0.0670101466007887,0.000599374504650057,0.00264418784413301,0.698917305749126
"VSNAPGM",0.0616744253671469,0.000197373513041494,6.68231842704932e-05,0.950144408465281
"WROCKPCOAST",0.260645761162029,-0.0682032078445545,0.375276770582654,1.09479289438874e-10
"YFINATL",-0.248785644727655,0.150991599446591,0.709592386671579,9.39653769220664e-18
"YFINCWPAC",0.520625636834525,-0.0137255205519429,0.240746589183518,7.97175619329867e-05
