"stockid","stocklong","scientificname","var_cause","var_consequence","causality","CCM_test_above_surrogates","CCM_kendall_tau","CCM_kendall_pval","S_map_mean_coef","S_map_mean_ttest_pval","S_map_trend_slope","S_map_trend_pval","S_map_trend_R2"
"ANCHMEDGSA6","Anchovy Northern Spain","Engraulis encrasicolus","HRate","SProd","Yes",TRUE,0.957894682884216,0,0.0577920405637916,1.07174071257671e-05,-0.0026700993017377,4.80026653389245e-07,0.298376381476372
"ANCHMEDGSA6","Anchovy Northern Spain","Engraulis encrasicolus","SProd","SST","No",FALSE,0.147368416190147,0.381032347679138,NA,NA,NA,NA,NA
"ANCHMEDGSA6","Anchovy Northern Spain","Engraulis encrasicolus","SProd","HRate","Yes",TRUE,0.989473581314087,0,0.0317102606139766,9.87374512066118e-94,-5.35949413913069e-06,0.56311664675622,0.00479890806868655
"ARFLOUNDPCOAST","Arrowtooth flounder Pacific Coast","Atheresthes stomias","SST","SProd","Yes",TRUE,0.989473581314087,0,-0.144739258507376,3.49847137357685e-127,4.33861247930139e-05,0.0968660473140811,0.0287461959951821
"ARFLOUNDPCOAST","Arrowtooth flounder Pacific Coast","Atheresthes stomias","HRate","SProd","Yes",TRUE,0.852631509304047,1.19209289550781e-07,0.148207733006437,1.11919981268509e-117,-2.56179017891756e-06,0.939725300973282,6.0501527568906e-05
"ARFLOUNDPCOAST","Arrowtooth flounder Pacific Coast","Atheresthes stomias","SProd","SST","No",FALSE,0.0421052612364292,0.820338249206543,NA,NA,NA,NA,NA
"ARFLOUNDPCOAST","Arrowtooth flounder Pacific Coast","Atheresthes stomias","SProd","HRate","No",FALSE,-0.378947347402573,0.0212482400238514,NA,NA,NA,NA,NA
"AUROCKPCOAST","Aurora rockfish Pacific Coast","Sebastes aurora","SST","SProd","No",FALSE,0.905263066291809,0,NA,NA,NA,NA,NA
"AUROCKPCOAST","Aurora rockfish Pacific Coast","Sebastes aurora","HRate","SProd","Yes",TRUE,0.96842098236084,0,0.0858394022636576,1.92441244432337e-42,0.000849915634108297,5.92279118228546e-14,0.478877927232996
"AUROCKPCOAST","Aurora rockfish Pacific Coast","Sebastes aurora","SProd","SST","No",FALSE,0.715789437294006,1.19209289550781e-05,NA,NA,NA,NA,NA
"AUROCKPCOAST","Aurora rockfish Pacific Coast","Sebastes aurora","SProd","HRate","Yes",TRUE,0.789473593235016,1.31130218505859e-06,-0.0869667630325684,1.79885858094003e-84,0.00020424705463041,3.58369628638872e-07,0.251297875690364
"BGRDRNSWWA","Blue grenadier New South Wales to Western Australia","Macruronus novaezelandiae","SST","SProd","Yes",TRUE,0.58947366476059,0.000316619873046875,0.0343420377821509,0.00384940821302036,8.179314265342e-05,0.907189096679125,0.000249353075612856
"BGRDRNSWWA","Blue grenadier New South Wales to Western Australia","Macruronus novaezelandiae","HRate","SProd","Yes",TRUE,0.599999964237213,0.000246167182922363,0.0147081117706402,0.210020792372505,-0.00216223530818353,0.00154560077460912,0.167966734954634
"BGRDRNSWWA","Blue grenadier New South Wales to Western Australia","Macruronus novaezelandiae","SProd","SST","No",FALSE,0.757894694805145,3.45706939697266e-06,NA,NA,NA,NA,NA
"BGRDRNSWWA","Blue grenadier New South Wales to Western Australia","Macruronus novaezelandiae","SProd","HRate","No",FALSE,0.989473581314087,0,NA,NA,NA,NA,NA
"BGROCKPCOAST","Blackgill rockfish Pacific Coast","Sebastes melanostomus","SST","SProd","No",FALSE,0.999999940395355,0,NA,NA,NA,NA,NA
"BGROCKPCOAST","Blackgill rockfish Pacific Coast","Sebastes melanostomus","HRate","SProd","Yes",TRUE,0.96842098236084,0,0.0908325589356819,0.00449836825793311,-1.42197489356463e-06,0.999297507529801,1.2017954960899e-08
"BGROCKPCOAST","Blackgill rockfish Pacific Coast","Sebastes melanostomus","SProd","SST","No",FALSE,0.768420994281769,2.50339508056641e-06,NA,NA,NA,NA,NA
"BGROCKPCOAST","Blackgill rockfish Pacific Coast","Sebastes melanostomus","SProd","HRate","No",FALSE,-0.0631578862667084,0.721176266670227,NA,NA,NA,NA,NA
"BIGEYEATL","Bigeye tuna Atlantic Ocean","Thunnus obesus","SST","SProd","Yes",TRUE,0.884210467338562,1.19209289550781e-07,-0.061145666046312,1.03477126373035e-28,0.000819263796270483,1.18625484897564e-07,0.396539603857812
"BIGEYEATL","Bigeye tuna Atlantic Ocean","Thunnus obesus","HRate","SProd","Yes",TRUE,0.957894682884216,0,0.0330611952751956,5.48936645898635e-09,-0.00193649005598447,8.03029189633704e-21,0.793284095978208
"BIGEYEATL","Bigeye tuna Atlantic Ocean","Thunnus obesus","SProd","SST","No",TRUE,-0.0421052612364292,0.820338189601898,NA,NA,NA,NA,NA
"BIGEYEATL","Bigeye tuna Atlantic Ocean","Thunnus obesus","SProd","HRate","Yes",TRUE,0.715789437294006,1.19209289550781e-05,0.125808777804377,0.0104688620639926,-0.00530236615748733,0.0388926381811191,0.0670027262994301
"BIGEYECWPAC","Bigeye tuna Central Western Pacific Ocean","Thunnus obesus","SST","SProd","Yes",TRUE,0.978947281837463,0,-0.0209745566814205,0.00162643979777012,-0.000801591036149483,0.0170644677750488,0.0870071822045172
"BIGEYECWPAC","Bigeye tuna Central Western Pacific Ocean","Thunnus obesus","HRate","SProd","Yes",TRUE,0.978947281837463,0,0.275596915053278,3.12064155166003e-51,-0.000271219988112721,0.391566254595763,0.0116759952785157
"BIGEYECWPAC","Bigeye tuna Central Western Pacific Ocean","Thunnus obesus","SProd","SST","Yes",TRUE,0.915789425373077,0,0.253210753482536,4.51370427063555e-17,0.0083341329758192,4.77797195125124e-20,0.762023585419986
"BIGEYECWPAC","Bigeye tuna Central Western Pacific Ocean","Thunnus obesus","SProd","HRate","Yes",TRUE,0.989473581314087,0,0.0069409298051281,1.3451631314086e-05,-0.000437538597033818,8.91466159019772e-10,0.467820960549202
"BIGHTREDSE","Bight redfish Southeast Australia","Centroberyx gerrardi","SST","SProd","Yes",TRUE,0.947368323802948,0,0.0141252277681534,0.370333379146674,0.00328329083720778,0.001328822655742,0.191329288550625
"BIGHTREDSE","Bight redfish Southeast Australia","Centroberyx gerrardi","HRate","SProd","Yes",TRUE,0.947368323802948,0,0.603567693879804,1.44480262676341e-27,-0.00343075263347835,0.0623183714542097,0.0691272616220935
"BIGHTREDSE","Bight redfish Southeast Australia","Centroberyx gerrardi","SProd","SST","Yes",TRUE,0.96842098236084,0,0.254327093113846,1.02931578527737e-13,0.0065917065710716,8.64017157140366e-05,0.292643738945578
"BIGHTREDSE","Bight redfish Southeast Australia","Centroberyx gerrardi","SProd","HRate","Yes",TRUE,0.978947281837463,0,0.149022592818182,6.84042947807768e-29,-0.000529406451766264,0.218583198918365,0.0313613328984213
"BLACKROCKCAL","Black rockfish California","Sebastes melanops","SST","SProd","Yes",TRUE,0.978947281837463,0,-0.0860849639155904,1.5699502379598e-67,-0.000531704545684431,1.33971083121527e-24,0.669986001414972
"BLACKROCKCAL","Black rockfish California","Sebastes melanops","HRate","SProd","Yes",TRUE,0.915789425373077,0,0.213181246050857,4.33907222823833e-97,0.000536293993144485,6.41079764804279e-15,0.474229924768416
"BLACKROCKCAL","Black rockfish California","Sebastes melanops","SProd","SST","No",FALSE,0.473684161901474,0.00388264656066895,NA,NA,NA,NA,NA
"BLACKROCKCAL","Black rockfish California","Sebastes melanops","SProd","HRate","Yes",TRUE,0.957894682884216,0,-0.00114853039959101,0.981221119781233,-0.00989902204516657,4.30577382177253e-10,0.337867994655194
"BLACKROCKORECOAST","Black rockfish Oregon Coast","Sebastes melanops","SST","SProd","Yes",TRUE,0.72631573677063,8.82148742675781e-06,-0.00894373035946813,0.0180375403589207,7.88761188592078e-05,0.458786162491236,0.00458234519229543
"BLACKROCKORECOAST","Black rockfish Oregon Coast","Sebastes melanops","HRate","SProd","Yes",TRUE,0.989473581314087,0,0.646065405462727,1.16180361927489e-45,-0.00774029004648603,1.11295638408386e-39,0.766221355821503
"BLACKROCKORECOAST","Black rockfish Oregon Coast","Sebastes melanops","SProd","SST","No",FALSE,-0.936842024326324,9.32125487906887e-09,NA,NA,NA,NA,NA
"BLACKROCKORECOAST","Black rockfish Oregon Coast","Sebastes melanops","SProd","HRate","Yes",TRUE,0.96842098236084,0,0.0710851669978883,3.92444551150312e-87,-0.000156722367350905,1.04949324308349e-05,0.152325193353563
"BLACKROCKWASH","Black rockfish Washington","Sebastes melanops","SST","SProd","No",FALSE,0.852631509304047,1.19209289550781e-07,NA,NA,NA,NA,NA
"BLACKROCKWASH","Black rockfish Washington","Sebastes melanops","HRate","SProd","Yes",TRUE,0.810526251792908,7.15255737304688e-07,0.209132567156562,5.7888695105412e-89,6.40239085150967e-05,0.377921493612604,0.0109667628267266
"BLACKROCKWASH","Black rockfish Washington","Sebastes melanops","SProd","SST","No",FALSE,-0.736842036247253,6.49023286314332e-06,NA,NA,NA,NA,NA
"BLACKROCKWASH","Black rockfish Washington","Sebastes melanops","SProd","HRate","No",FALSE,0.115789465606213,0.495662689208984,NA,NA,NA,NA,NA
"BLKMARLINIO","Black marlin Indian Ocean","Istiompax indica","SST","SProd","No",FALSE,0.0526315756142139,0.770287752151489,NA,NA,NA,NA,NA
"BLKMARLINIO","Black marlin Indian Ocean","Istiompax indica","HRate","SProd","No",FALSE,0.652631521224976,6.5922737121582e-05,NA,NA,NA,NA,NA
"BLKMARLINIO","Black marlin Indian Ocean","Istiompax indica","SProd","SST","Yes",TRUE,0.894736766815186,0,0.130230829812293,2.4286301583474e-82,-1.37122972892171e-05,0.785770798582436,0.001144716487724
"BLKMARLINIO","Black marlin Indian Ocean","Istiompax indica","SProd","HRate","Yes",TRUE,0.736842036247253,6.43730163574219e-06,-0.0248710980520055,4.6804083576924e-20,0.000477676393525692,6.13159268693206e-08,0.36078489967914
"BLSHARIO","Blue shark Indian Ocean","Prionace glauca","SST","SProd","No",FALSE,-0.0947368368506432,0.581254780292511,NA,NA,NA,NA,NA
"BLSHARIO","Blue shark Indian Ocean","Prionace glauca","HRate","SProd","No",FALSE,-0.305263131856918,0.0644110068678856,NA,NA,NA,NA,NA
"BLSHARIO","Blue shark Indian Ocean","Prionace glauca","SProd","SST","Yes",TRUE,0.557894706726074,0.00065767765045166,0.0156399000742493,3.47294968351812e-05,0.000389995751298697,0.122010675040065,0.0523133825253055
"BLSHARIO","Blue shark Indian Ocean","Prionace glauca","SProd","HRate","Yes",TRUE,0.978947281837463,0,0.0409446371146071,4.83500415257685e-17,-0.000746770877479793,0.00084336406739194,0.22592600805137
"BLUEROCKCAL","Blue rockfish California","Sebastes mystinus","SST","SProd","No",FALSE,0.96842098236084,0,NA,NA,NA,NA,NA
"BLUEROCKCAL","Blue rockfish California","Sebastes mystinus","HRate","SProd","Yes",TRUE,0.652631521224976,6.5922737121582e-05,0.0779721892390321,1.05758495365113e-05,0.00200763185772862,0.0014306753494175,0.109678447440727
"BLUEROCKCAL","Blue rockfish California","Sebastes mystinus","SProd","SST","No",FALSE,-0.915789425373077,1.99008383106047e-08,NA,NA,NA,NA,NA
"BLUEROCKCAL","Blue rockfish California","Sebastes mystinus","SProd","HRate","No",TRUE,0.157894730567932,0.346764087677002,NA,NA,NA,NA,NA
"BMARLINATL","Blue marlin Atlantic Ocean","Makaira nigricans","SST","SProd","No",FALSE,-0.747368335723877,4.77030289403046e-06,NA,NA,NA,NA,NA
"BMARLINATL","Blue marlin Atlantic Ocean","Makaira nigricans","HRate","SProd","No",FALSE,0.894736766815186,0,NA,NA,NA,NA,NA
"BMARLINATL","Blue marlin Atlantic Ocean","Makaira nigricans","SProd","SST","Yes",TRUE,0.642105221748352,8.64267349243164e-05,0.201883594607038,2.03741738631762e-66,-2.44788902999644e-05,0.821663478617533,0.000986026382030905
"BMARLINATL","Blue marlin Atlantic Ocean","Makaira nigricans","SProd","HRate","No",TRUE,0.0315789431333542,0.871131420135498,NA,NA,NA,NA,NA
"BMARLINIO","Indo Pacific blue marlin Indian Ocean","Makaira mazara","SST","SProd","No",FALSE,-0.547368347644806,0.000832486082799733,NA,NA,NA,NA,NA
"BMARLINIO","Indo Pacific blue marlin Indian Ocean","Makaira mazara","HRate","SProd","Yes",TRUE,0.442105233669281,0.00708389282226562,0.145902610854769,2.4943208121236e-41,9.91490601128197e-05,0.631861682306019,0.00579390576302784
"BMARLINIO","Indo Pacific blue marlin Indian Ocean","Makaira mazara","SProd","SST","No",FALSE,0.72631573677063,8.82148742675781e-06,NA,NA,NA,NA,NA
"BMARLINIO","Indo Pacific blue marlin Indian Ocean","Makaira mazara","SProd","HRate","No",FALSE,0.926315724849701,0,NA,NA,NA,NA,NA
"BOCACCBCW","Bocaccio British Columbia Waters","Sebastes paucispinis","SST","SProd","No",FALSE,0.778947293758392,1.9073486328125e-06,NA,NA,NA,NA,NA
"BOCACCBCW","Bocaccio British Columbia Waters","Sebastes paucispinis","HRate","SProd","No",FALSE,0.347368389368057,0.0349550247192383,NA,NA,NA,NA,NA
"BOCACCBCW","Bocaccio British Columbia Waters","Sebastes paucispinis","SProd","SST","No",FALSE,-0.515789449214935,0.00164901011157781,NA,NA,NA,NA,NA
"BOCACCBCW","Bocaccio British Columbia Waters","Sebastes paucispinis","SProd","HRate","No",FALSE,0.852631509304047,1.19209289550781e-07,NA,NA,NA,NA,NA
"BOCACCSPCOAST","Bocaccio Southern Pacific Coast","Sebastes paucispinis","SST","SProd","Yes",TRUE,0.842105209827423,2.38418579101562e-07,0.0254700549700158,4.81315330498392e-130,4.77935533707671e-06,0.415973746632273,0.00543092184556906
"BOCACCSPCOAST","Bocaccio Southern Pacific Coast","Sebastes paucispinis","HRate","SProd","No",TRUE,-0.189473673701286,0.256144911050797,NA,NA,NA,NA,NA
"BOCACCSPCOAST","Bocaccio Southern Pacific Coast","Sebastes paucispinis","SProd","SST","Yes",TRUE,0.884210467338562,1.19209289550781e-07,0.201020784677386,9.71782636036679e-24,-0.00337248509430473,9.93140422377199e-17,0.449606566429604
"BOCACCSPCOAST","Bocaccio Southern Pacific Coast","Sebastes paucispinis","SProd","HRate","No",FALSE,-0.442105233669281,0.00708386860787868,NA,NA,NA,NA,NA
"BRNROCKPCOAST","Brown rockfish Pacific Coast","Sebastes auriculatus","SST","SProd","Yes",TRUE,0.884210467338562,1.19209289550781e-07,-0.0303051299377714,7.85897472401549e-09,-0.00125692663989359,2.3221851940921e-18,0.558136156229451
"BRNROCKPCOAST","Brown rockfish Pacific Coast","Sebastes auriculatus","HRate","SProd","Yes",TRUE,0.884210467338562,1.19209289550781e-07,0.489533062794738,4.40126522887623e-22,-0.01077862240162,7.72142499415833e-22,0.626919227623805
"BRNROCKPCOAST","Brown rockfish Pacific Coast","Sebastes auriculatus","SProd","SST","No",FALSE,0.905263066291809,0,NA,NA,NA,NA,NA
"BRNROCKPCOAST","Brown rockfish Pacific Coast","Sebastes auriculatus","SProd","HRate","Yes",TRUE,0.999999940395355,0,0.353928552868544,6.26567041254686e-124,1.17586020781639e-05,0.85456773290892,0.000375303608157496
"CABEZSCAL","Cabezon Southern California","Scorpaenichthys marmoratus","SST","SProd","No",FALSE,0.62105256319046,0.000147104263305664,NA,NA,NA,NA,NA
"CABEZSCAL","Cabezon Southern California","Scorpaenichthys marmoratus","HRate","SProd","Yes",TRUE,0.842105209827423,2.38418579101562e-07,0.127623747070758,3.80754334941903e-29,0.00076219450946691,0.0312101483179759,0.0846023941504744
"CABEZSCAL","Cabezon Southern California","Scorpaenichthys marmoratus","SProd","SST","Yes",TRUE,0.884210467338562,1.19209289550781e-07,-0.1705766424467,5.95963798596429e-42,2.70813246185161e-05,0.918802002311984,0.000209913761146999
"CABEZSCAL","Cabezon Southern California","Scorpaenichthys marmoratus","SProd","HRate","No",FALSE,0.294736832380295,0.0743528604507446,NA,NA,NA,NA,NA
"CALSCORPSCAL","California scorpionfish Southern California","Scorpaena guttata","SST","SProd","No",FALSE,0.852631509304047,1.19209289550781e-07,NA,NA,NA,NA,NA
"CALSCORPSCAL","California scorpionfish Southern California","Scorpaena guttata","HRate","SProd","Yes",TRUE,0.96842098236084,0,0.0767323224511118,2.97605710773691e-108,-6.41354225898609e-06,0.779900003544983,0.000792486898796375
"CALSCORPSCAL","California scorpionfish Southern California","Scorpaena guttata","SProd","SST","Yes",TRUE,0.905263066291809,0,0.112649157348483,1.14857799026137e-50,-0.000393769938303303,0.00273089574579131,0.0897322876547704
"CALSCORPSCAL","California scorpionfish Southern California","Scorpaena guttata","SProd","HRate","No",FALSE,-0.789473593235016,1.33683192871104e-06,NA,NA,NA,NA,NA
"CHAKESA","Shallow water cape hake South Africa","Merluccius capensis","SST","SProd","Yes",TRUE,0.389473646879196,0.0178636312484741,0.00658231267948185,0.0472814868820497,0.000537550675987394,1.17008407167692e-09,0.270221207453253
"CHAKESA","Shallow water cape hake South Africa","Merluccius capensis","HRate","SProd","Yes",TRUE,0.936842024326324,0,0.0747610711920443,6.44288025593376e-20,-0.00151718819749449,9.53852687035998e-20,0.505233358401964
"CHAKESA","Shallow water cape hake South Africa","Merluccius capensis","SProd","SST","No",TRUE,-0.673684179782867,3.78175463993102e-05,NA,NA,NA,NA,NA
"CHAKESA","Shallow water cape hake South Africa","Merluccius capensis","SProd","HRate","No",TRUE,0.0421052612364292,0.820338249206543,NA,NA,NA,NA,NA
"CHILISPCOAST","Chilipepper Southern Pacific Coast","Sebastes goodei","SST","SProd","Yes",TRUE,0.999999940395355,0,-0.0946201468263437,4.2270150930534e-10,-0.00179182845760493,2.84783757964429e-06,0.168841852426914
"CHILISPCOAST","Chilipepper Southern Pacific Coast","Sebastes goodei","HRate","SProd","Yes",TRUE,0.936842024326324,0,0.252939795281075,2.9577068349285e-23,0.00154463165943524,0.00758631215827222,0.0583817274310316
"CHILISPCOAST","Chilipepper Southern Pacific Coast","Sebastes goodei","SProd","SST","No",FALSE,0.642105221748352,8.64267349243164e-05,NA,NA,NA,NA,NA
"CHILISPCOAST","Chilipepper Southern Pacific Coast","Sebastes goodei","SProd","HRate","No",FALSE,-0.663157820701599,5.00195164931938e-05,NA,NA,NA,NA,NA
"CHROCKCPCOAST","China rockfish Central Pacific Coast","Sebastes nebulosus","SST","SProd","Yes",TRUE,0.926315724849701,0,-0.00401920874116176,6.07408795286286e-67,1.63570994243274e-06,0.607360803200075,0.00238658735040193
"CHROCKCPCOAST","China rockfish Central Pacific Coast","Sebastes nebulosus","HRate","SProd","Yes",TRUE,0.957894682884216,0,0.293228884970584,1.54264217034556e-207,2.30108246165915e-05,0.0627534354934543,0.0308533840818213
"CHROCKCPCOAST","China rockfish Central Pacific Coast","Sebastes nebulosus","SProd","SST","No",FALSE,-0.936842024326324,9.32125487906887e-09,NA,NA,NA,NA,NA
"CHROCKCPCOAST","China rockfish Central Pacific Coast","Sebastes nebulosus","SProd","HRate","Yes",TRUE,0.936842024326324,0,-0.0347948319703509,0.334355421141359,0.00326930370298007,0.00216186133706609,0.080212199982307
"CHROCKNPCOAST","China rockfish Northern Pacific Coast","Sebastes nebulosus","SST","SProd","No",FALSE,-0.389473646879196,0.0178636275231838,NA,NA,NA,NA,NA
"CHROCKNPCOAST","China rockfish Northern Pacific Coast","Sebastes nebulosus","HRate","SProd","Yes",TRUE,0.957894682884216,0,0.322084111090726,1.17740909320023e-168,1.56727530259582e-06,0.958961710540384,2.39612618104964e-05
"CHROCKNPCOAST","China rockfish Northern Pacific Coast","Sebastes nebulosus","SProd","SST","No",FALSE,-0.178947359323502,0.284321665763855,NA,NA,NA,NA,NA
"CHROCKNPCOAST","China rockfish Northern Pacific Coast","Sebastes nebulosus","SProd","HRate","Yes",TRUE,0.905263066291809,0,-0.20003977381934,2.3871812955977e-140,-1.52011501273654e-05,0.641102584704168,0.00201935865139852
"CHROCKSPCOAST","China rockfish Southern Pacific Coast","Sebastes nebulosus","SST","SProd","Yes",TRUE,0.999999940395355,0,-0.00485375602240688,0.00124485084644664,-0.000370637488254265,7.87660935715369e-25,0.612932463185038
"CHROCKSPCOAST","China rockfish Southern Pacific Coast","Sebastes nebulosus","HRate","SProd","Yes",TRUE,0.999999940395355,0,0.0670613848587167,1.25962753303017e-16,-0.00198314463408515,3.22832577642533e-40,0.793941302792714
"CHROCKSPCOAST","China rockfish Southern Pacific Coast","Sebastes nebulosus","SProd","SST","No",FALSE,-0.399999976158142,0.0149610107764602,NA,NA,NA,NA,NA
"CHROCKSPCOAST","China rockfish Southern Pacific Coast","Sebastes nebulosus","SProd","HRate","Yes",TRUE,0.957894682884216,0,0.22065087239502,3.51644527780499e-149,-3.05063927278784e-05,0.333135989477052,0.0083653214700273
"CHTRACCH","Chilean jack mackerel Chilean EEZ and offshore","Trachurus murphyi","SST","SProd","No",FALSE,0.926315724849701,0,NA,NA,NA,NA,NA
"CHTRACCH","Chilean jack mackerel Chilean EEZ and offshore","Trachurus murphyi","HRate","SProd","No",FALSE,-0.736842036247253,6.49023286314332e-06,NA,NA,NA,NA,NA
"CHTRACCH","Chilean jack mackerel Chilean EEZ and offshore","Trachurus murphyi","SProd","SST","No",FALSE,0.842105209827423,2.38418579101562e-07,NA,NA,NA,NA,NA
"CHTRACCH","Chilean jack mackerel Chilean EEZ and offshore","Trachurus murphyi","SProd","HRate","No",FALSE,0.926315724849701,0,NA,NA,NA,NA,NA
"CMACKPJPN","Chub mackerel Pacific Coast of Japan","Scomber japonicus","SST","SProd","No",FALSE,0.273684173822403,0.0979937314987183,NA,NA,NA,NA,NA
"CMACKPJPN","Chub mackerel Pacific Coast of Japan","Scomber japonicus","HRate","SProd","No",FALSE,0.926315724849701,0,NA,NA,NA,NA,NA
"CMACKPJPN","Chub mackerel Pacific Coast of Japan","Scomber japonicus","SProd","SST","No",FALSE,0.652631521224976,6.5922737121582e-05,NA,NA,NA,NA,NA
"CMACKPJPN","Chub mackerel Pacific Coast of Japan","Scomber japonicus","SProd","HRate","No",FALSE,-0.115789465606213,0.495662719011307,NA,NA,NA,NA,NA
"CMACKTSST","Chub mackerel Tsushima Strait","Scomber japonicus","SST","SProd","No",FALSE,-0.789473593235016,1.33683192871104e-06,NA,NA,NA,NA,NA
"CMACKTSST","Chub mackerel Tsushima Strait","Scomber japonicus","HRate","SProd","No",FALSE,-0.357894718647003,0.0297226272523403,NA,NA,NA,NA,NA
"CMACKTSST","Chub mackerel Tsushima Strait","Scomber japonicus","SProd","SST","No",FALSE,0.957894682884216,0,NA,NA,NA,NA,NA
"CMACKTSST","Chub mackerel Tsushima Strait","Scomber japonicus","SProd","HRate","No",FALSE,0.315789461135864,0.0555930137634277,NA,NA,NA,NA,NA
"COBGM","Cobia Gulf of Mexico","Rachycentron canadum","SST","SProd","No",FALSE,0.210526302456856,0.205754041671753,NA,NA,NA,NA,NA
"COBGM","Cobia Gulf of Mexico","Rachycentron canadum","HRate","SProd","Yes",TRUE,0.905263066291809,0,1.05010898672924,1.91659932575662e-10,-0.0499745777117773,6.15534998181285e-35,0.844945131465771
"COBGM","Cobia Gulf of Mexico","Rachycentron canadum","SProd","SST","Not relevant",FALSE,0.715789437294006,1.19209289550781e-05,NA,NA,NA,NA,NA
"COBGM","Cobia Gulf of Mexico","Rachycentron canadum","SProd","HRate","Yes",TRUE,0.947368323802948,0,-0.528088307164719,1.04522005153e-49,0.0022093619256018,0.000535033978833439,0.136788583716686
"COD1IN","Atlantic cod NAFO Subarea 1 (inshore)","Gadus morhua","SST","SProd","No",FALSE,-0.368421018123627,0.0251783393323421,NA,NA,NA,NA,NA
"COD1IN","Atlantic cod NAFO Subarea 1 (inshore)","Gadus morhua","HRate","SProd","No",FALSE,-0.410526275634766,0.0124822231009603,NA,NA,NA,NA,NA
"COD1IN","Atlantic cod NAFO Subarea 1 (inshore)","Gadus morhua","SProd","SST","Yes",TRUE,0.568421006202698,0.000517487525939941,-0.298499934727067,3.9501651836878e-16,-0.00842684508893905,9.77421223074336e-07,0.490676505059039
"COD1IN","Atlantic cod NAFO Subarea 1 (inshore)","Gadus morhua","SProd","HRate","No",FALSE,0.842105209827423,2.38418579101562e-07,NA,NA,NA,NA,NA
"COD5Zjm","Atlantic cod NAFO 5Zjm","Gadus morhua","SST","SProd","Not relevant",FALSE,-0.473684161901474,0.00388265703804791,NA,NA,NA,NA,NA
"COD5Zjm","Atlantic cod NAFO 5Zjm","Gadus morhua","HRate","SProd","Not relevant",TRUE,-0.663157820701599,5.00195164931938e-05,NA,NA,NA,NA,NA
"COD5Zjm","Atlantic cod NAFO 5Zjm","Gadus morhua","SProd","SST","No",FALSE,-0.757894694805145,3.49198035110021e-06,NA,NA,NA,NA,NA
"COD5Zjm","Atlantic cod NAFO 5Zjm","Gadus morhua","SProd","HRate","No",FALSE,0.957894682884216,0,NA,NA,NA,NA,NA
"CODBA2532","Atlantic cod Eastern Baltic","Gadus morhua","SST","SProd","No",TRUE,0.231578931212425,0.162984371185303,NA,NA,NA,NA,NA
"CODBA2532","Atlantic cod Eastern Baltic","Gadus morhua","HRate","SProd","No",FALSE,0.557894706726074,0.00065767765045166,NA,NA,NA,NA,NA
"CODBA2532","Atlantic cod Eastern Baltic","Gadus morhua","SProd","SST","Yes",TRUE,0.72631573677063,8.82148742675781e-06,-0.617378270125003,9.3347043465333e-48,-0.000126622783821689,0.813062888616609,0.00157384526781637
