"id_timeseries","variable","E_opti","rho_opti","method_opti","stocklong","assessid","scientificname","commonname","areaid","region"
"AMPL5YZ","UdivUmsypref",9,0.932880704435908,"positive_range_top_20_percent","American plaice Gulf of Maine / Georges Bank","NEFSC-AMPL5YZ-1960-2010-HIVELY","Hippoglossoides platessoides","American plaice","USA-NMFS-5YZ","US East Coast"
"ARFLOUNDBSAI","sst.z",8,0.367281959880155,"positive_range_top_20_percent","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2010-STACHURA","Atheresthes stomias","Arrowtooth flounder","USA-NMFS-BSAI","US Alaska"
"ARFLOUNDBSAI","R",6,0.509874011637228,"positive_range_top_20_percent","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2010-STACHURA","Atheresthes stomias","Arrowtooth flounder","USA-NMFS-BSAI","US Alaska"
"ARFLOUNDBSAI","UdivUmsypref",3,0.408228533423252,"positive_range_top_20_percent","Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2010-STACHURA","Atheresthes stomias","Arrowtooth flounder","USA-NMFS-BSAI","US Alaska"
"ARFLOUNDGA","sst.z",7,0.323403523775791,"positive_range_top_20_percent","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STACHURA","Atheresthes stomias","Arrowtooth flounder","USA-NMFS-GA","US Alaska"
"ARFLOUNDGA","R",8,0.758015287979393,"positive_range_top_20_percent","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STACHURA","Atheresthes stomias","Arrowtooth flounder","USA-NMFS-GA","US Alaska"
"ARFLOUNDGA","UdivUmsypref",2,0.76508775943634,"positive_range_top_20_percent","Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STACHURA","Atheresthes stomias","Arrowtooth flounder","USA-NMFS-GA","US Alaska"
"ARFLOUNDPCOAST","sst.z",3,0.422761607100343,"positive_range_top_20_percent","Arrowtooth flounder Pacific Coast","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH","Atheresthes stomias","Arrowtooth flounder","USA-NMFS-PCOAST","US West Coast"
"ARFLOUNDPCOAST","R",3,0.30648321389826,"positive_range_top_20_percent","Arrowtooth flounder Pacific Coast","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH","Atheresthes stomias","Arrowtooth flounder","USA-NMFS-PCOAST","US West Coast"
"ARFLOUNDPCOAST","UdivUmsypref",2,0.916758933782818,"positive_range_top_20_percent","Arrowtooth flounder Pacific Coast","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH","Atheresthes stomias","Arrowtooth flounder","USA-NMFS-PCOAST","US West Coast"
"ATBTUNAEATL","sst.z",2,0.557970809696293,"positive_range_top_20_percent","Atlantic bluefin tuna Eastern Atlantic","ICCAT-ATBTUNAEATL-1950-2015-PONS","Thunnus thynnus","Atlantic bluefin tuna","multinational-ICCAT-EATL","Atlantic Ocean"
"ATBTUNAEATL","R",4,0.837240459483199,"positive_range_top_20_percent","Atlantic bluefin tuna Eastern Atlantic","ICCAT-ATBTUNAEATL-1950-2015-PONS","Thunnus thynnus","Atlantic bluefin tuna","multinational-ICCAT-EATL","Atlantic Ocean"
"ATBTUNAEATL","UdivUmsypref",3,0.811919112307821,"positive_range_top_20_percent","Atlantic bluefin tuna Eastern Atlantic","ICCAT-ATBTUNAEATL-1950-2015-PONS","Thunnus thynnus","Atlantic bluefin tuna","multinational-ICCAT-EATL","Atlantic Ocean"
"ATHAL3NOPs4VWX5Zc","sst.z",6,0.446345983609951,"positive_range_top_20_percent","Atlantic halibut Scotian Shelf and Southern Grand Banks","DFO-ATHAL3NOPs4VWX5Zc-1970-2014-WATSON","Hippoglossus hippoglossus","Atlantic halibut","Canada-DFO-3NOPs4VWX5Zc","Canada East Coast"
"ATHAL3NOPs4VWX5Zc","R",5,0.692477890426263,"positive_range_top_20_percent","Atlantic halibut Scotian Shelf and Southern Grand Banks","DFO-ATHAL3NOPs4VWX5Zc-1970-2014-WATSON","Hippoglossus hippoglossus","Atlantic halibut","Canada-DFO-3NOPs4VWX5Zc","Canada East Coast"
"ATHAL3NOPs4VWX5Zc","UdivUmsypref",5,0.597552291378619,"positive_range_top_20_percent","Atlantic halibut Scotian Shelf and Southern Grand Banks","DFO-ATHAL3NOPs4VWX5Zc-1970-2014-WATSON","Hippoglossus hippoglossus","Atlantic halibut","Canada-DFO-3NOPs4VWX5Zc","Canada East Coast"
"ATKABSAI","sst.z",7,0.388881887482501,"positive_range_top_20_percent","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2011-STACHURA","Pleurogrammus monopterygius","Atka mackerel","USA-NMFS-BSAI","US Alaska"
"ATKABSAI","R",3,-0.209591997679558,"max_rho","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2011-STACHURA","Pleurogrammus monopterygius","Atka mackerel","USA-NMFS-BSAI","US Alaska"
"ATKABSAI","UdivUmsypref",3,0.719190961487466,"positive_range_top_20_percent","Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2011-STACHURA","Pleurogrammus monopterygius","Atka mackerel","USA-NMFS-BSAI","US Alaska"
"AUROCKPCOAST","sst.z",5,0.28572812261235,"positive_range_top_20_percent","Aurora rockfish Pacific Coast","NWFSC-AUROCKPCOAST-1916-2013-SISIMP2016","Sebastes aurora","Aurora rockfish","USA-NMFS-PCOAST","US West Coast"
"AUROCKPCOAST","R",7,0.677316787012024,"positive_range_top_20_percent","Aurora rockfish Pacific Coast","NWFSC-AUROCKPCOAST-1916-2013-SISIMP2016","Sebastes aurora","Aurora rockfish","USA-NMFS-PCOAST","US West Coast"
"AUROCKPCOAST","UdivUmsypref",7,0.901233078272674,"positive_range_top_20_percent","Aurora rockfish Pacific Coast","NWFSC-AUROCKPCOAST-1916-2013-SISIMP2016","Sebastes aurora","Aurora rockfish","USA-NMFS-PCOAST","US West Coast"
"AUSSALMONNZ","sst.z",3,0.20253449228408,"positive_range_top_20_percent","Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
"AUSSALMONNZ","R",4,0.364721933546846,"positive_range_top_20_percent","Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
"AUSSALMONNZ","UdivUmsypref",7,0.871311054513954,"positive_range_top_20_percent","Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
"BGRDRNSWWA","sst.z",4,0.639714063716082,"positive_range_top_20_percent","Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
"BGRDRNSWWA","R",6,0.0716348730835267,"positive_range_top_20_percent","Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
"BGRDRNSWWA","UdivUmsypref",4,0.88918090936432,"positive_range_top_20_percent","Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
"BGROCKPCOAST","sst.z",9,0.399909432571239,"positive_range_top_20_percent","Blackgill rockfish Pacific Coast","NWFSC-BGROCKPCOAST-1950-2011-STACHURA","Sebastes melanostomus","Blackgill rockfish","USA-NMFS-PCOAST","US West Coast"
"BGROCKPCOAST","R",6,0.996000703108388,"positive_range_top_20_percent","Blackgill rockfish Pacific Coast","NWFSC-BGROCKPCOAST-1950-2011-STACHURA","Sebastes melanostomus","Blackgill rockfish","USA-NMFS-PCOAST","US West Coast"
"BGROCKPCOAST","UdivUmsypref",2,0.91167933238596,"positive_range_top_20_percent","Blackgill rockfish Pacific Coast","NWFSC-BGROCKPCOAST-1950-2011-STACHURA","Sebastes melanostomus","Blackgill rockfish","USA-NMFS-PCOAST","US West Coast"
"BIGEYECWPAC","sst.z",9,0.741083954764032,"positive_range_top_20_percent","Bigeye tuna Central Western Pacific Ocean","SPC-BIGEYECWPAC-1952-2012-PONS","Thunnus obesus","Bigeye tuna","multinational-WCPFC-CWPAC","Pacific Ocean"
"BIGEYECWPAC","R",5,0.553666214505616,"positive_range_top_20_percent","Bigeye tuna Central Western Pacific Ocean","SPC-BIGEYECWPAC-1952-2012-PONS","Thunnus obesus","Bigeye tuna","multinational-WCPFC-CWPAC","Pacific Ocean"
"BIGEYECWPAC","UdivUmsypref",2,0.966866182447365,"positive_range_top_20_percent","Bigeye tuna Central Western Pacific Ocean","SPC-BIGEYECWPAC-1952-2012-PONS","Thunnus obesus","Bigeye tuna","multinational-WCPFC-CWPAC","Pacific Ocean"
"BIGEYEEPAC","sst.z",3,0.252217318453994,"positive_range_top_20_percent","Bigeye tuna Eastern Pacific","IATTC-BIGEYEEPAC-1954-2012-PONS","Thunnus obesus","Bigeye tuna","multinational-IATTC-EPAC","Pacific Ocean"
"BIGEYEEPAC","R",3,0.336886191288342,"positive_range_top_20_percent","Bigeye tuna Eastern Pacific","IATTC-BIGEYEEPAC-1954-2012-PONS","Thunnus obesus","Bigeye tuna","multinational-IATTC-EPAC","Pacific Ocean"
"BIGEYEEPAC","UdivUmsypref",2,0.848912052050718,"positive_range_top_20_percent","Bigeye tuna Eastern Pacific","IATTC-BIGEYEEPAC-1954-2012-PONS","Thunnus obesus","Bigeye tuna","multinational-IATTC-EPAC","Pacific Ocean"
"BIGHTREDSE","sst.z",9,0.620686634593243,"positive_range_top_20_percent","Bight redfish Southeast Australia","CSIRO-BIGHTREDSE-1958-2007-FULTON","Centroberyx gerrardi","Bight redfish","Australia-AFMA-SE","Australia"
"BIGHTREDSE","R",5,0.291259914981784,"positive_range_top_20_percent","Bight redfish Southeast Australia","CSIRO-BIGHTREDSE-1958-2007-FULTON","Centroberyx gerrardi","Bight redfish","Australia-AFMA-SE","Australia"
"BIGHTREDSE","UdivUmsypref",6,0.894000335130531,"positive_range_top_20_percent","Bight redfish Southeast Australia","CSIRO-BIGHTREDSE-1958-2007-FULTON","Centroberyx gerrardi","Bight redfish","Australia-AFMA-SE","Australia"
"BKCDLFENI","sst.z",2,0.392924445332155,"positive_range_top_20_percent","Black cardinalfish East coast of North Island","NIWA-BKCDLFENI-1923-2009-CORDUE","Epigonus telescopus","Black cardinalfish","New Zealand-MFish-ENI","New Zealand"
"BKCDLFENI","R",3,0.998628210369443,"positive_range_top_20_percent","Black cardinalfish East coast of North Island","NIWA-BKCDLFENI-1923-2009-CORDUE","Epigonus telescopus","Black cardinalfish","New Zealand-MFish-ENI","New Zealand"
"BKCDLFENI","UdivUmsypref",4,0.901639968854938,"positive_range_top_20_percent","Black cardinalfish East coast of North Island","NIWA-BKCDLFENI-1923-2009-CORDUE","Epigonus telescopus","Black cardinalfish","New Zealand-MFish-ENI","New Zealand"
"BLACKROCKCAL","sst.z",2,0.349341960632472,"positive_range_top_20_percent","Black rockfish California","SWFSC-BLACKROCKCAL-1916-2019-SISIMP2021-2","Sebastes melanops","Black rockfish","USA-NMFS-CAL","US West Coast"
"BLACKROCKCAL","R",2,0.39204927395799,"positive_range_top_20_percent","Black rockfish California","SWFSC-BLACKROCKCAL-1916-2019-SISIMP2021-2","Sebastes melanops","Black rockfish","USA-NMFS-CAL","US West Coast"
"BLACKROCKCAL","UdivUmsypref",4,0.941245236993472,"positive_range_top_20_percent","Black rockfish California","SWFSC-BLACKROCKCAL-1916-2019-SISIMP2021-2","Sebastes melanops","Black rockfish","USA-NMFS-CAL","US West Coast"
"BLACKROCKORECOAST","sst.z",3,0.506618392176021,"positive_range_top_20_percent","Black rockfish Oregon Coast","NWFSC-BLACKROCKORECOAST-1892-2019-SISIMP2021-2","Sebastes melanops","Black rockfish","USA-NMFS-ORECOAST","US West Coast"
"BLACKROCKORECOAST","R",4,0.997377199035001,"positive_range_top_20_percent","Black rockfish Oregon Coast","NWFSC-BLACKROCKORECOAST-1892-2019-SISIMP2021-2","Sebastes melanops","Black rockfish","USA-NMFS-ORECOAST","US West Coast"
"BLACKROCKORECOAST","UdivUmsypref",5,0.968333580417963,"positive_range_top_20_percent","Black rockfish Oregon Coast","NWFSC-BLACKROCKORECOAST-1892-2019-SISIMP2021-2","Sebastes melanops","Black rockfish","USA-NMFS-ORECOAST","US West Coast"
"BLACKROCKWASH","sst.z",5,0.395372871685208,"positive_range_top_20_percent","Black rockfish Washington","NWFSC-BLACKROCKWASH-1940-2019-SISIMP2021-2","Sebastes melanops","Black rockfish","USA-NMFS-WASH","US West Coast"
"BLACKROCKWASH","R",2,0.337097189299727,"positive_range_top_20_percent","Black rockfish Washington","NWFSC-BLACKROCKWASH-1940-2019-SISIMP2021-2","Sebastes melanops","Black rockfish","USA-NMFS-WASH","US West Coast"
"BLACKROCKWASH","UdivUmsypref",2,0.958191717061808,"positive_range_top_20_percent","Black rockfish Washington","NWFSC-BLACKROCKWASH-1940-2019-SISIMP2021-2","Sebastes melanops","Black rockfish","USA-NMFS-WASH","US West Coast"
"BLUEROCKCAL","sst.z",2,0.363550720825905,"positive_range_top_20_percent","Blue rockfish California","NWFSC-BLUEROCKCAL-1916-2007-BRANCH","Sebastes mystinus","Blue rockfish","USA-NMFS-CAL","US West Coast"
"BLUEROCKCAL","R",2,0.582393463236753,"positive_range_top_20_percent","Blue rockfish California","NWFSC-BLUEROCKCAL-1916-2007-BRANCH","Sebastes mystinus","Blue rockfish","USA-NMFS-CAL","US West Coast"
"BLUEROCKCAL","UdivUmsypref",5,0.86842463309983,"positive_range_top_20_percent","Blue rockfish California","NWFSC-BLUEROCKCAL-1916-2007-BRANCH","Sebastes mystinus","Blue rockfish","USA-NMFS-CAL","US West Coast"
"BMARLINPAC","sst.z",3,0.778106572654109,"positive_range_top_20_percent","Blue marlin Pacific Ocean","ISC-BMARLINPAC-1952-2011-PONS","Makaira nigricans","Blue marlin","multinational-ISC-PAC","Pacific Ocean"
"BMARLINPAC","R",8,-0.164261999279657,"max_rho","Blue marlin Pacific Ocean","ISC-BMARLINPAC-1952-2011-PONS","Makaira nigricans","Blue marlin","multinational-ISC-PAC","Pacific Ocean"
"BMARLINPAC","UdivUmsypref",3,0.605069397559701,"positive_range_top_20_percent","Blue marlin Pacific Ocean","ISC-BMARLINPAC-1952-2011-PONS","Makaira nigricans","Blue marlin","multinational-ISC-PAC","Pacific Ocean"
"BNSNZ","sst.z",2,0.29212995468143,"positive_range_top_20_percent","Bluenose New Zealand","NZMFishINSHOREWG-BNSNZ-1935-2011-CORDUE","Hyperoglyphe antarctica","Bluenose","New Zealand-MFish-NZ","New Zealand"
"BNSNZ","R",8,0.998563260694165,"positive_range_top_20_percent","Bluenose New Zealand","NZMFishINSHOREWG-BNSNZ-1935-2011-CORDUE","Hyperoglyphe antarctica","Bluenose","New Zealand-MFish-NZ","New Zealand"
"BNSNZ","UdivUmsypref",2,0.992460183196598,"positive_range_top_20_percent","Bluenose New Zealand","NZMFishINSHOREWG-BNSNZ-1935-2011-CORDUE","Hyperoglyphe antarctica","Bluenose","New Zealand-MFish-NZ","New Zealand"
"BOCACCBCW","sst.z",4,0.35986661984962,"positive_range_top_20_percent","Bocaccio British Columbia Waters","DFO-PAC-BOCACCBCW-1935-2012-CHING","Sebastes paucispinis","Bocaccio","Canada-DFO-BCW","Canada West Coast"
"BOCACCBCW","R",7,0.683301670536147,"positive_range_top_20_percent","Bocaccio British Columbia Waters","DFO-PAC-BOCACCBCW-1935-2012-CHING","Sebastes paucispinis","Bocaccio","Canada-DFO-BCW","Canada West Coast"
"BOCACCBCW","UdivUmsypref",2,0.958612461407536,"positive_range_top_20_percent","Bocaccio British Columbia Waters","DFO-PAC-BOCACCBCW-1935-2012-CHING","Sebastes paucispinis","Bocaccio","Canada-DFO-BCW","Canada West Coast"
"BOCACCSPCOAST","sst.z",9,0.557962775640594,"positive_range_top_20_percent","Bocaccio Southern Pacific Coast","PFMC-BOCACCSPCOAST-1930-2009-CHING","Sebastes paucispinis","Bocaccio","USA-NMFS-SPCOAST","US West Coast"
"BOCACCSPCOAST","R",5,0.389214918464452,"positive_range_top_20_percent","Bocaccio Southern Pacific Coast","PFMC-BOCACCSPCOAST-1930-2009-CHING","Sebastes paucispinis","Bocaccio","USA-NMFS-SPCOAST","US West Coast"
"BOCACCSPCOAST","UdivUmsypref",4,0.950603393894762,"positive_range_top_20_percent","Bocaccio Southern Pacific Coast","PFMC-BOCACCSPCOAST-1930-2009-CHING","Sebastes paucispinis","Bocaccio","USA-NMFS-SPCOAST","US West Coast"
"BWHITNEA","sst.z",2,0.425901004016295,"positive_range_top_20_percent","Blue whiting Northeast Atlantic","WGNPBW-BWHITNEA-1980-2012-CHING","Micromesistius poutassou","Blue whiting","multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV","European Union"
"BWHITNEA","R",2,0.574325715745732,"positive_range_top_20_percent","Blue whiting Northeast Atlantic","WGNPBW-BWHITNEA-1980-2012-CHING","Micromesistius poutassou","Blue whiting","multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV","European Union"
"BWHITNEA","UdivUmsypref",4,0.810304465247643,"positive_range_top_20_percent","Blue whiting Northeast Atlantic","WGNPBW-BWHITNEA-1980-2012-CHING","Micromesistius poutassou","Blue whiting","multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV","European Union"
"CABEZNCAL","sst.z",2,0.341880788522343,"positive_range_top_20_percent","Cabezon Northern California","PFMC-CABEZNCAL-1930-2009-CHING","Scorpaenichthys marmoratus","Cabezon","USA-NMFS-NCAL","US West Coast"
"CABEZNCAL","R",2,0.398326479952538,"positive_range_top_20_percent","Cabezon Northern California","PFMC-CABEZNCAL-1930-2009-CHING","Scorpaenichthys marmoratus","Cabezon","USA-NMFS-NCAL","US West Coast"
"CABEZNCAL","UdivUmsypref",4,0.936232360981444,"positive_range_top_20_percent","Cabezon Northern California","PFMC-CABEZNCAL-1930-2009-CHING","Scorpaenichthys marmoratus","Cabezon","USA-NMFS-NCAL","US West Coast"
"CABEZORECOAST","sst.z",2,0.247933767466086,"positive_range_top_20_percent","Cabezon Oregon Coast","NWFSC-CABEZORECOAST-1973-2009-STACHURA","Scorpaenichthys marmoratus","Cabezon","USA-NMFS-ORECOAST","US West Coast"
"CABEZORECOAST","R",4,-0.106735182919487,"max_rho","Cabezon Oregon Coast","NWFSC-CABEZORECOAST-1973-2009-STACHURA","Scorpaenichthys marmoratus","Cabezon","USA-NMFS-ORECOAST","US West Coast"
"CABEZORECOAST","UdivUmsypref",2,0.916158478295481,"positive_range_top_20_percent","Cabezon Oregon Coast","NWFSC-CABEZORECOAST-1973-2009-STACHURA","Scorpaenichthys marmoratus","Cabezon","USA-NMFS-ORECOAST","US West Coast"
"CABEZSCAL","sst.z",5,0.408301681238478,"positive_range_top_20_percent","Cabezon Southern California","PFMC-CABEZSCAL-1930-2009-CHING","Scorpaenichthys marmoratus","Cabezon","USA-NMFS-SCAL","US West Coast"
"CABEZSCAL","R",3,0.229598814267362,"positive_range_top_20_percent","Cabezon Southern California","PFMC-CABEZSCAL-1930-2009-CHING","Scorpaenichthys marmoratus","Cabezon","USA-NMFS-SCAL","US West Coast"
"CABEZSCAL","UdivUmsypref",4,0.929702496933785,"positive_range_top_20_percent","Cabezon Southern California","PFMC-CABEZSCAL-1930-2009-CHING","Scorpaenichthys marmoratus","Cabezon","USA-NMFS-SCAL","US West Coast"
"CALSCORPSCAL","sst.z",5,0.415021297626485,"positive_range_top_20_percent","California scorpionfish Southern California","SWFSC-CALSCORPSCAL-1990-2005-STANTON","Scorpaena guttata","California scorpionfish","USA-NMFS-SCAL","US West Coast"
"CALSCORPSCAL","R",4,0.490883806568058,"positive_range_top_20_percent","California scorpionfish Southern California","SWFSC-CALSCORPSCAL-1990-2005-STANTON","Scorpaena guttata","California scorpionfish","USA-NMFS-SCAL","US West Coast"
"CALSCORPSCAL","UdivUmsypref",4,0.844613556266282,"positive_range_top_20_percent","California scorpionfish Southern California","SWFSC-CALSCORPSCAL-1990-2005-STANTON","Scorpaena guttata","California scorpionfish","USA-NMFS-SCAL","US West Coast"
"CHAKESA","sst.z",3,0.869615594504247,"positive_range_top_20_percent","Shallow water cape hake South Africa","MARAM-CHAKESA-1917-2015-Rademeyer","Merluccius capensis","Shallow water cape hake","South Africa-DETMCM-SA","Southern Africa"
"CHAKESA","R",4,0.903022965204568,"positive_range_top_20_percent","Shallow water cape hake South Africa","MARAM-CHAKESA-1917-2015-Rademeyer","Merluccius capensis","Shallow water cape hake","South Africa-DETMCM-SA","Southern Africa"
"CHAKESA","UdivUmsypref",3,0.955458729185798,"positive_range_top_20_percent","Shallow water cape hake South Africa","MARAM-CHAKESA-1917-2015-Rademeyer","Merluccius capensis","Shallow water cape hake","South Africa-DETMCM-SA","Southern Africa"
"CHILISPCOAST","sst.z",5,0.565319129408057,"positive_range_top_20_percent","Chilipepper Southern Pacific Coast","NWFSC-CHILISPCOAST-1892-2007-BRANCH","Sebastes goodei","Chilipepper","USA-NMFS-SPCOAST","US West Coast"
"CHILISPCOAST","R",8,0.164957349465276,"positive_range_top_20_percent","Chilipepper Southern Pacific Coast","NWFSC-CHILISPCOAST-1892-2007-BRANCH","Sebastes goodei","Chilipepper","USA-NMFS-SPCOAST","US West Coast"
"CHILISPCOAST","UdivUmsypref",3,0.95490668344998,"positive_range_top_20_percent","Chilipepper Southern Pacific Coast","NWFSC-CHILISPCOAST-1892-2007-BRANCH","Sebastes goodei","Chilipepper","USA-NMFS-SPCOAST","US West Coast"
"CHROCKCPCOAST","sst.z",3,0.486724442084311,"positive_range_top_20_percent","China rockfish Central Pacific Coast","NWFSC-CHROCKCPCOAST-1900-2019-SISIMP2021-2","Sebastes nebulosus","China rockfish","USA-NMFS-CPCOAST","US West Coast"
"CHROCKCPCOAST","R",3,0.984925663901791,"positive_range_top_20_percent","China rockfish Central Pacific Coast","NWFSC-CHROCKCPCOAST-1900-2019-SISIMP2021-2","Sebastes nebulosus","China rockfish","USA-NMFS-CPCOAST","US West Coast"
"CHROCKCPCOAST","UdivUmsypref",6,0.952797085034705,"positive_range_top_20_percent","China rockfish Central Pacific Coast","NWFSC-CHROCKCPCOAST-1900-2019-SISIMP2021-2","Sebastes nebulosus","China rockfish","USA-NMFS-CPCOAST","US West Coast"
"CHROCKNPCOAST","sst.z",5,0.446225880967254,"positive_range_top_20_percent","China rockfish Northern Pacific Coast","SWFSC-CHROCKNPCOAST-1900-2019-SISIMP2021-2","Sebastes nebulosus","China rockfish","USA-NMFS-NPCOAST","US West Coast"
"CHROCKNPCOAST","R",2,0.963054298289045,"positive_range_top_20_percent","China rockfish Northern Pacific Coast","SWFSC-CHROCKNPCOAST-1900-2019-SISIMP2021-2","Sebastes nebulosus","China rockfish","USA-NMFS-NPCOAST","US West Coast"
"CHROCKNPCOAST","UdivUmsypref",6,0.934014296535258,"positive_range_top_20_percent","China rockfish Northern Pacific Coast","SWFSC-CHROCKNPCOAST-1900-2019-SISIMP2021-2","Sebastes nebulosus","China rockfish","USA-NMFS-NPCOAST","US West Coast"
"CHROCKSPCOAST","sst.z",4,0.517766942988821,"positive_range_top_20_percent","China rockfish Southern Pacific Coast","NWFSC-CHROCKSPCOAST-1900-2019-SISIMP2021-2","Sebastes nebulosus","China rockfish","USA-NMFS-SPCOAST","US West Coast"
"CHROCKSPCOAST","R",7,0.996246000205871,"positive_range_top_20_percent","China rockfish Southern Pacific Coast","NWFSC-CHROCKSPCOAST-1900-2019-SISIMP2021-2","Sebastes nebulosus","China rockfish","USA-NMFS-SPCOAST","US West Coast"
