"id_timeseries","var_cause","var_consequence","causality","rho_simplex_cons","positive_rho_simplex_cons","test_above_surr","test_kendall_tau","kendall_tau","kendall_pval","rho_max","stocklong","assessid","scientificname","commonname","areaid","region"
"ALPLAICBSAI","R","sst.z","No",0.489174465376962,TRUE,FALSE,TRUE,0.568421006202698,0.000517487525939941,0.173519687223683,"Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2010-STACHURA","Pleuronectes quadrituberculatus","Alaska plaice","USA-NMFS-BSAI","US Alaska"
"ALPLAICBSAI","R","UdivUmsypref","No",0.398348591860396,TRUE,FALSE,TRUE,0.894736766815186,0,0.357677472973155,"Alaska plaice Bering Sea and Aleutian Islands","AFSC-ALPLAICBSAI-1972-2010-STACHURA","Pleuronectes quadrituberculatus","Alaska plaice","USA-NMFS-BSAI","US Alaska"
"ALSKABSAI","sst.z","R","No",0.844000831207527,TRUE,FALSE,TRUE,0.989473581314087,0,0.474325443615909,"Alaska skate Bering Sea and Aleutian Islands","AFSC-ALSKABSAI-1950-2020-SISIMP2021-2","Bathyraja parmifera","Alaska skate","USA-NMFS-BSAI","US Alaska"
"ALSKABSAI","UdivUmsypref","R","No",0.844000831207527,TRUE,FALSE,TRUE,0.989473581314087,0,0.518982898474342,"Alaska skate Bering Sea and Aleutian Islands","AFSC-ALSKABSAI-1950-2020-SISIMP2021-2","Bathyraja parmifera","Alaska skate","USA-NMFS-BSAI","US Alaska"
"ALSKABSAI","R","sst.z","Yes",0.420408118064552,TRUE,TRUE,TRUE,0.936842024326324,0,0.631004902812498,"Alaska skate Bering Sea and Aleutian Islands","AFSC-ALSKABSAI-1950-2020-SISIMP2021-2","Bathyraja parmifera","Alaska skate","USA-NMFS-BSAI","US Alaska"
"ALSKABSAI","R","UdivUmsypref","No",0.707413239702742,TRUE,TRUE,FALSE,-0.410526275634766,0.0124822231009603,0.563153451843769,"Alaska skate Bering Sea and Aleutian Islands","AFSC-ALSKABSAI-1950-2020-SISIMP2021-2","Bathyraja parmifera","Alaska skate","USA-NMFS-BSAI","US Alaska"
"AMPL5YZ","sst.z","R","No",0.159509539602959,TRUE,FALSE,FALSE,-0.568421006202698,0.000517485139425844,0.00328759874778504,"American plaice Gulf of Maine / Georges Bank","NEFSC-AMPL5YZ-1960-2010-HIVELY","Hippoglossoides platessoides","American plaice","USA-NMFS-5YZ","US East Coast"
"AMPL5YZ","UdivUmsypref","R","No",0.159509539602959,TRUE,FALSE,FALSE,-0.494736790657043,0.0025502173230052,-0.0936876820696801,"American plaice Gulf of Maine / Georges Bank","NEFSC-AMPL5YZ-1960-2010-HIVELY","Hippoglossoides platessoides","American plaice","USA-NMFS-5YZ","US East Coast"
"AMPL5YZ","R","sst.z","No",0.649628022747619,TRUE,FALSE,TRUE,0.873684167861938,1.19209289550781e-07,0.202365998613155,"American plaice Gulf of Maine / Georges Bank","NEFSC-AMPL5YZ-1960-2010-HIVELY","Hippoglossoides platessoides","American plaice","USA-NMFS-5YZ","US East Coast"
"AMPL5YZ","R","UdivUmsypref","No",0.932880704435908,TRUE,FALSE,TRUE,0.58947366476059,0.000316619873046875,0.120969751952838,"American plaice Gulf of Maine / Georges Bank","NEFSC-AMPL5YZ-1960-2010-HIVELY","Hippoglossoides platessoides","American plaice","USA-NMFS-5YZ","US East Coast"
"ARFLOUNDBSAI","sst.z","R","No",0.509874011637228,TRUE,FALSE,TRUE,0.599999964237213,0.000246167182922363,0.133781531931566,"Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2010-STACHURA","Atheresthes stomias","Arrowtooth flounder","USA-NMFS-BSAI","US Alaska"
"ARFLOUNDBSAI","UdivUmsypref","R","No",0.509874011637228,TRUE,FALSE,TRUE,0.852631509304047,1.19209289550781e-07,0.260839589490171,"Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2010-STACHURA","Atheresthes stomias","Arrowtooth flounder","USA-NMFS-BSAI","US Alaska"
"ARFLOUNDBSAI","R","sst.z","No",0.367281959880155,TRUE,FALSE,TRUE,0.768420994281769,2.50339508056641e-06,0.0633308828059881,"Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2010-STACHURA","Atheresthes stomias","Arrowtooth flounder","USA-NMFS-BSAI","US Alaska"
"ARFLOUNDBSAI","R","UdivUmsypref","No",0.408228533423252,TRUE,FALSE,FALSE,-0.157894730567932,0.346764117479324,0.483261656207353,"Arrowtooth flounder Bering Sea and Aleutian Islands","AFSC-ARFLOUNDBSAI-1970-2010-STACHURA","Atheresthes stomias","Arrowtooth flounder","USA-NMFS-BSAI","US Alaska"
"ARFLOUNDGA","sst.z","R","Yes",0.758015287979393,TRUE,TRUE,TRUE,0.852631509304047,1.19209289550781e-07,0.51110978039829,"Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STACHURA","Atheresthes stomias","Arrowtooth flounder","USA-NMFS-GA","US Alaska"
"ARFLOUNDGA","UdivUmsypref","R","Yes",0.758015287979393,TRUE,TRUE,TRUE,0.905263066291809,0,0.547290583027869,"Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STACHURA","Atheresthes stomias","Arrowtooth flounder","USA-NMFS-GA","US Alaska"
"ARFLOUNDGA","R","sst.z","No",0.323403523775791,TRUE,FALSE,TRUE,0.884210467338562,1.19209289550781e-07,0.264237939295117,"Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STACHURA","Atheresthes stomias","Arrowtooth flounder","USA-NMFS-GA","US Alaska"
"ARFLOUNDGA","R","UdivUmsypref","No",0.76508775943634,TRUE,FALSE,TRUE,0.999999940395355,0,0.496306779162866,"Arrowtooth flounder Gulf of Alaska","AFSC-ARFLOUNDGA-1958-2010-STACHURA","Atheresthes stomias","Arrowtooth flounder","USA-NMFS-GA","US Alaska"
"ARFLOUNDPCOAST","sst.z","R","No",0.30648321389826,TRUE,FALSE,TRUE,0.757894694805145,3.45706939697266e-06,0.213462764812875,"Arrowtooth flounder Pacific Coast","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH","Atheresthes stomias","Arrowtooth flounder","USA-NMFS-PCOAST","US West Coast"
"ARFLOUNDPCOAST","UdivUmsypref","R","Yes",0.30648321389826,TRUE,TRUE,TRUE,0.96842098236084,0,0.874212943691924,"Arrowtooth flounder Pacific Coast","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH","Atheresthes stomias","Arrowtooth flounder","USA-NMFS-PCOAST","US West Coast"
"ARFLOUNDPCOAST","R","sst.z","No",0.422761607100343,TRUE,FALSE,FALSE,-0.536842048168182,0.00104963616468012,-0.0143236789622207,"Arrowtooth flounder Pacific Coast","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH","Atheresthes stomias","Arrowtooth flounder","USA-NMFS-PCOAST","US West Coast"
"ARFLOUNDPCOAST","R","UdivUmsypref","No",0.916758933782818,TRUE,FALSE,TRUE,0.894736766815186,0,0.200466395342694,"Arrowtooth flounder Pacific Coast","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH","Atheresthes stomias","Arrowtooth flounder","USA-NMFS-PCOAST","US West Coast"
"ATBTUNAEATL","sst.z","R","Yes",0.837240459483199,TRUE,TRUE,TRUE,0.915789425373077,0,0.649977150277423,"Atlantic bluefin tuna Eastern Atlantic","ICCAT-ATBTUNAEATL-1950-2015-PONS","Thunnus thynnus","Atlantic bluefin tuna","multinational-ICCAT-EATL","Atlantic Ocean"
"ATBTUNAEATL","UdivUmsypref","R","No",0.837240459483199,TRUE,TRUE,FALSE,0.147368416190147,0.381032347679138,0.82283817831756,"Atlantic bluefin tuna Eastern Atlantic","ICCAT-ATBTUNAEATL-1950-2015-PONS","Thunnus thynnus","Atlantic bluefin tuna","multinational-ICCAT-EATL","Atlantic Ocean"
"ATBTUNAEATL","R","sst.z","No",0.557970809696293,TRUE,FALSE,TRUE,0.905263066291809,0,0.616019152911907,"Atlantic bluefin tuna Eastern Atlantic","ICCAT-ATBTUNAEATL-1950-2015-PONS","Thunnus thynnus","Atlantic bluefin tuna","multinational-ICCAT-EATL","Atlantic Ocean"
"ATBTUNAEATL","R","UdivUmsypref","No",0.811919112307821,TRUE,FALSE,TRUE,0.442105233669281,0.00708389282226562,0.615035106044214,"Atlantic bluefin tuna Eastern Atlantic","ICCAT-ATBTUNAEATL-1950-2015-PONS","Thunnus thynnus","Atlantic bluefin tuna","multinational-ICCAT-EATL","Atlantic Ocean"
"ATHAL3NOPs4VWX5Zc","sst.z","R","No",0.692477890426263,TRUE,FALSE,TRUE,0.8315789103508,3.57627868652344e-07,0.173162323950047,"Atlantic halibut Scotian Shelf and Southern Grand Banks","DFO-ATHAL3NOPs4VWX5Zc-1970-2014-WATSON","Hippoglossus hippoglossus","Atlantic halibut","Canada-DFO-3NOPs4VWX5Zc","Canada East Coast"
"ATHAL3NOPs4VWX5Zc","UdivUmsypref","R","No",0.692477890426263,TRUE,FALSE,FALSE,-0.705263078212738,1.5953812180669e-05,-0.0153721571404947,"Atlantic halibut Scotian Shelf and Southern Grand Banks","DFO-ATHAL3NOPs4VWX5Zc-1970-2014-WATSON","Hippoglossus hippoglossus","Atlantic halibut","Canada-DFO-3NOPs4VWX5Zc","Canada East Coast"
"ATHAL3NOPs4VWX5Zc","R","sst.z","No",0.446345983609951,TRUE,FALSE,TRUE,0.8315789103508,3.57627868652344e-07,0.235556981302943,"Atlantic halibut Scotian Shelf and Southern Grand Banks","DFO-ATHAL3NOPs4VWX5Zc-1970-2014-WATSON","Hippoglossus hippoglossus","Atlantic halibut","Canada-DFO-3NOPs4VWX5Zc","Canada East Coast"
"ATHAL3NOPs4VWX5Zc","R","UdivUmsypref","No",0.597552291378619,TRUE,FALSE,FALSE,-0.610526263713837,0.000190651044249535,0.208489347403124,"Atlantic halibut Scotian Shelf and Southern Grand Banks","DFO-ATHAL3NOPs4VWX5Zc-1970-2014-WATSON","Hippoglossus hippoglossus","Atlantic halibut","Canada-DFO-3NOPs4VWX5Zc","Canada East Coast"
"ATKABSAI","sst.z","R","Not relevant",-0.209591997679558,FALSE,FALSE,FALSE,-0.22105261683464,0.18344721198082,0.140380061085972,"Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2011-STACHURA","Pleurogrammus monopterygius","Atka mackerel","USA-NMFS-BSAI","US Alaska"
"ATKABSAI","UdivUmsypref","R","Not relevant",-0.209591997679558,FALSE,FALSE,TRUE,0.894736766815186,0,0.165628023548865,"Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2011-STACHURA","Pleurogrammus monopterygius","Atka mackerel","USA-NMFS-BSAI","US Alaska"
"ATKABSAI","R","sst.z","No",0.388881887482501,TRUE,FALSE,TRUE,0.673684179782867,3.77893447875977e-05,0.366368927369607,"Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2011-STACHURA","Pleurogrammus monopterygius","Atka mackerel","USA-NMFS-BSAI","US Alaska"
"ATKABSAI","R","UdivUmsypref","No",0.719190961487466,TRUE,FALSE,FALSE,-0.86315780878067,1.23378640637384e-07,-0.0351959598985188,"Atka mackerel Bering Sea and Aleutian Islands","AFSC-ATKABSAI-1976-2011-STACHURA","Pleurogrammus monopterygius","Atka mackerel","USA-NMFS-BSAI","US Alaska"
"AUROCKPCOAST","sst.z","R","Yes",0.677316787012024,TRUE,TRUE,TRUE,0.978947281837463,0,0.38893005206636,"Aurora rockfish Pacific Coast","NWFSC-AUROCKPCOAST-1916-2013-SISIMP2016","Sebastes aurora","Aurora rockfish","USA-NMFS-PCOAST","US West Coast"
"AUROCKPCOAST","UdivUmsypref","R","Yes",0.677316787012024,TRUE,TRUE,TRUE,0.842105209827423,2.38418579101562e-07,0.778738028644652,"Aurora rockfish Pacific Coast","NWFSC-AUROCKPCOAST-1916-2013-SISIMP2016","Sebastes aurora","Aurora rockfish","USA-NMFS-PCOAST","US West Coast"
"AUROCKPCOAST","R","sst.z","No",0.28572812261235,TRUE,FALSE,TRUE,0.705263078212738,1.59740447998047e-05,0.11112227100561,"Aurora rockfish Pacific Coast","NWFSC-AUROCKPCOAST-1916-2013-SISIMP2016","Sebastes aurora","Aurora rockfish","USA-NMFS-PCOAST","US West Coast"
"AUROCKPCOAST","R","UdivUmsypref","Yes",0.901233078272674,TRUE,TRUE,TRUE,0.957894682884216,0,0.358335232782002,"Aurora rockfish Pacific Coast","NWFSC-AUROCKPCOAST-1916-2013-SISIMP2016","Sebastes aurora","Aurora rockfish","USA-NMFS-PCOAST","US West Coast"
"AUSSALMONNZ","sst.z","R","No",0.364721933546846,TRUE,FALSE,TRUE,0.915789425373077,0,0.229933465621311,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
"AUSSALMONNZ","UdivUmsypref","R","Yes",0.364721933546846,TRUE,TRUE,TRUE,0.894736766815186,0,0.77206839461717,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
"AUSSALMONNZ","R","sst.z","No",0.20253449228408,TRUE,FALSE,TRUE,0.431578904390335,0.00858914852142334,-0.0097400880558037,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
"AUSSALMONNZ","R","UdivUmsypref","No",0.871311054513954,TRUE,FALSE,FALSE,-0.536842048168182,0.00104963616468012,0.0378493343302406,"Australian salmon New Zealand","NIWA-AUSSALMONNZ-1929-2013-FU","Arripis trutta","Australian salmon","New Zealand-MFish-NZ","New Zealand"
"BGRDRNSWWA","sst.z","R","No",0.0716348730835267,TRUE,TRUE,FALSE,0.210526302456856,0.205754041671753,0.469946740294628,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
"BGRDRNSWWA","UdivUmsypref","R","Yes",0.0716348730835267,TRUE,TRUE,TRUE,0.526315748691559,0.00131821632385254,0.555209664649589,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
"BGRDRNSWWA","R","sst.z","No",0.639714063716082,TRUE,FALSE,TRUE,0.736842036247253,6.43730163574219e-06,0.217779429734871,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
"BGRDRNSWWA","R","UdivUmsypref","No",0.88918090936432,TRUE,FALSE,TRUE,0.421052604913712,0.0103743076324463,-0.00418449651115242,"Blue grenadier New South Wales to Western Australia","CSIRO-BGRDRNSWWA-1960-2020-MOESENEDER","Macruronus novaezelandiae","Blue grenadier","Australia-AFMA-NSWWA","Australia"
"BGROCKPCOAST","sst.z","R","No",0.996000703108388,TRUE,FALSE,TRUE,0.947368323802948,0,0.356874088609326,"Blackgill rockfish Pacific Coast","NWFSC-BGROCKPCOAST-1950-2011-STACHURA","Sebastes melanostomus","Blackgill rockfish","USA-NMFS-PCOAST","US West Coast"
"BGROCKPCOAST","UdivUmsypref","R","Yes",0.996000703108388,TRUE,TRUE,TRUE,0.999999940395355,0,0.921356522517941,"Blackgill rockfish Pacific Coast","NWFSC-BGROCKPCOAST-1950-2011-STACHURA","Sebastes melanostomus","Blackgill rockfish","USA-NMFS-PCOAST","US West Coast"
"BGROCKPCOAST","R","sst.z","No",0.399909432571239,TRUE,FALSE,FALSE,-0.631578922271729,0.000112984096631408,-0.00689961467404225,"Blackgill rockfish Pacific Coast","NWFSC-BGROCKPCOAST-1950-2011-STACHURA","Sebastes melanostomus","Blackgill rockfish","USA-NMFS-PCOAST","US West Coast"
"BGROCKPCOAST","R","UdivUmsypref","No",0.91167933238596,TRUE,FALSE,FALSE,0.24210524559021,0.144291996955872,0.562890020945814,"Blackgill rockfish Pacific Coast","NWFSC-BGROCKPCOAST-1950-2011-STACHURA","Sebastes melanostomus","Blackgill rockfish","USA-NMFS-PCOAST","US West Coast"
"BIGEYECWPAC","sst.z","R","No",0.553666214505616,TRUE,TRUE,FALSE,-0.0842105224728584,0.626496255397797,0.589706714405245,"Bigeye tuna Central Western Pacific Ocean","SPC-BIGEYECWPAC-1952-2012-PONS","Thunnus obesus","Bigeye tuna","multinational-WCPFC-CWPAC","Pacific Ocean"
"BIGEYECWPAC","UdivUmsypref","R","Yes",0.553666214505616,TRUE,TRUE,TRUE,0.926315724849701,0,0.861710301484087,"Bigeye tuna Central Western Pacific Ocean","SPC-BIGEYECWPAC-1952-2012-PONS","Thunnus obesus","Bigeye tuna","multinational-WCPFC-CWPAC","Pacific Ocean"
"BIGEYECWPAC","R","sst.z","Yes",0.741083954764032,TRUE,TRUE,TRUE,0.631578922271729,0.000113010406494141,0.673775630972662,"Bigeye tuna Central Western Pacific Ocean","SPC-BIGEYECWPAC-1952-2012-PONS","Thunnus obesus","Bigeye tuna","multinational-WCPFC-CWPAC","Pacific Ocean"
"BIGEYECWPAC","R","UdivUmsypref","No",0.966866182447365,TRUE,FALSE,TRUE,0.768420994281769,2.50339508056641e-06,0.642315606308188,"Bigeye tuna Central Western Pacific Ocean","SPC-BIGEYECWPAC-1952-2012-PONS","Thunnus obesus","Bigeye tuna","multinational-WCPFC-CWPAC","Pacific Ocean"
"BIGEYEEPAC","sst.z","R","No",0.336886191288342,TRUE,FALSE,TRUE,0.894736766815186,0,0.421962369766131,"Bigeye tuna Eastern Pacific","IATTC-BIGEYEEPAC-1954-2012-PONS","Thunnus obesus","Bigeye tuna","multinational-IATTC-EPAC","Pacific Ocean"
"BIGEYEEPAC","UdivUmsypref","R","Yes",0.336886191288342,TRUE,TRUE,TRUE,0.473684161901474,0.00388264656066895,0.670811610961821,"Bigeye tuna Eastern Pacific","IATTC-BIGEYEEPAC-1954-2012-PONS","Thunnus obesus","Bigeye tuna","multinational-IATTC-EPAC","Pacific Ocean"
"BIGEYEEPAC","R","sst.z","No",0.252217318453994,TRUE,FALSE,FALSE,-0.58947366476059,0.000316610850859433,0.0850644753398836,"Bigeye tuna Eastern Pacific","IATTC-BIGEYEEPAC-1954-2012-PONS","Thunnus obesus","Bigeye tuna","multinational-IATTC-EPAC","Pacific Ocean"
"BIGEYEEPAC","R","UdivUmsypref","No",0.848912052050718,TRUE,FALSE,FALSE,-0.231578931212425,0.162984400987625,0.484226807301226,"Bigeye tuna Eastern Pacific","IATTC-BIGEYEEPAC-1954-2012-PONS","Thunnus obesus","Bigeye tuna","multinational-IATTC-EPAC","Pacific Ocean"
"BIGHTREDSE","sst.z","R","Yes",0.291259914981784,TRUE,TRUE,TRUE,0.789473593235016,1.31130218505859e-06,0.497749597709569,"Bight redfish Southeast Australia","CSIRO-BIGHTREDSE-1958-2007-FULTON","Centroberyx gerrardi","Bight redfish","Australia-AFMA-SE","Australia"
"BIGHTREDSE","UdivUmsypref","R","No",0.291259914981784,TRUE,FALSE,TRUE,0.8315789103508,3.57627868652344e-07,0.313509057307283,"Bight redfish Southeast Australia","CSIRO-BIGHTREDSE-1958-2007-FULTON","Centroberyx gerrardi","Bight redfish","Australia-AFMA-SE","Australia"
"BIGHTREDSE","R","sst.z","No",0.620686634593243,TRUE,FALSE,FALSE,-0.147368416190147,0.381032347679138,0.0855492689624331,"Bight redfish Southeast Australia","CSIRO-BIGHTREDSE-1958-2007-FULTON","Centroberyx gerrardi","Bight redfish","Australia-AFMA-SE","Australia"
"BIGHTREDSE","R","UdivUmsypref","No",0.894000335130531,TRUE,FALSE,FALSE,-0.136842086911201,0.417304128408432,-0.0175688575216028,"Bight redfish Southeast Australia","CSIRO-BIGHTREDSE-1958-2007-FULTON","Centroberyx gerrardi","Bight redfish","Australia-AFMA-SE","Australia"
"BKCDLFENI","sst.z","R","No",0.998628210369443,TRUE,FALSE,TRUE,0.957894682884216,0,0.282902998222509,"Black cardinalfish East coast of North Island","NIWA-BKCDLFENI-1923-2009-CORDUE","Epigonus telescopus","Black cardinalfish","New Zealand-MFish-ENI","New Zealand"
"BKCDLFENI","UdivUmsypref","R","No",0.998628210369443,TRUE,FALSE,TRUE,0.852631509304047,1.19209289550781e-07,0.902857370599834,"Black cardinalfish East coast of North Island","NIWA-BKCDLFENI-1923-2009-CORDUE","Epigonus telescopus","Black cardinalfish","New Zealand-MFish-ENI","New Zealand"
"BKCDLFENI","R","sst.z","No",0.392924445332155,TRUE,FALSE,TRUE,0.652631521224976,6.5922737121582e-05,0.098052240847165,"Black cardinalfish East coast of North Island","NIWA-BKCDLFENI-1923-2009-CORDUE","Epigonus telescopus","Black cardinalfish","New Zealand-MFish-ENI","New Zealand"
"BKCDLFENI","R","UdivUmsypref","Yes",0.901639968854938,TRUE,TRUE,TRUE,0.986810803413391,0,0.97596415519198,"Black cardinalfish East coast of North Island","NIWA-BKCDLFENI-1923-2009-CORDUE","Epigonus telescopus","Black cardinalfish","New Zealand-MFish-ENI","New Zealand"
"BLACKROCKCAL","sst.z","R","No",0.39204927395799,TRUE,FALSE,TRUE,0.389473646879196,0.0178636312484741,0.360247820669053,"Black rockfish California","SWFSC-BLACKROCKCAL-1916-2019-SISIMP2021-2","Sebastes melanops","Black rockfish","USA-NMFS-CAL","US West Coast"
"BLACKROCKCAL","UdivUmsypref","R","Yes",0.39204927395799,TRUE,TRUE,TRUE,0.978947281837463,0,0.776346177754521,"Black rockfish California","SWFSC-BLACKROCKCAL-1916-2019-SISIMP2021-2","Sebastes melanops","Black rockfish","USA-NMFS-CAL","US West Coast"
"BLACKROCKCAL","R","sst.z","No",0.349341960632472,TRUE,FALSE,FALSE,-0.842105209827423,2.48748364128915e-07,0.288550685895923,"Black rockfish California","SWFSC-BLACKROCKCAL-1916-2019-SISIMP2021-2","Sebastes melanops","Black rockfish","USA-NMFS-CAL","US West Coast"
"BLACKROCKCAL","R","UdivUmsypref","No",0.941245236993472,TRUE,FALSE,FALSE,-0.452631533145905,0.0058198138140142,0.278385283170622,"Black rockfish California","SWFSC-BLACKROCKCAL-1916-2019-SISIMP2021-2","Sebastes melanops","Black rockfish","USA-NMFS-CAL","US West Coast"
"BLACKROCKORECOAST","sst.z","R","No",0.997377199035001,TRUE,FALSE,TRUE,0.715789437294006,1.19209289550781e-05,0.351404670914611,"Black rockfish Oregon Coast","NWFSC-BLACKROCKORECOAST-1892-2019-SISIMP2021-2","Sebastes melanops","Black rockfish","USA-NMFS-ORECOAST","US West Coast"
"BLACKROCKORECOAST","UdivUmsypref","R","Yes",0.997377199035001,TRUE,TRUE,TRUE,0.999999940395355,0,0.973521711007851,"Black rockfish Oregon Coast","NWFSC-BLACKROCKORECOAST-1892-2019-SISIMP2021-2","Sebastes melanops","Black rockfish","USA-NMFS-ORECOAST","US West Coast"
"BLACKROCKORECOAST","R","sst.z","No",0.506618392176021,TRUE,FALSE,FALSE,-0.926315724849701,1.36477851242489e-08,0.0590994255941326,"Black rockfish Oregon Coast","NWFSC-BLACKROCKORECOAST-1892-2019-SISIMP2021-2","Sebastes melanops","Black rockfish","USA-NMFS-ORECOAST","US West Coast"
"BLACKROCKORECOAST","R","UdivUmsypref","Yes",0.968333580417963,TRUE,TRUE,TRUE,0.947368323802948,0,0.975148305933028,"Black rockfish Oregon Coast","NWFSC-BLACKROCKORECOAST-1892-2019-SISIMP2021-2","Sebastes melanops","Black rockfish","USA-NMFS-ORECOAST","US West Coast"
"BLACKROCKWASH","sst.z","R","No",0.337097189299727,TRUE,FALSE,FALSE,0.126315772533417,0.455535411834717,0.290259307346097,"Black rockfish Washington","NWFSC-BLACKROCKWASH-1940-2019-SISIMP2021-2","Sebastes melanops","Black rockfish","USA-NMFS-WASH","US West Coast"
"BLACKROCKWASH","UdivUmsypref","R","No",0.337097189299727,TRUE,FALSE,FALSE,-0.115789465606213,0.495662719011307,0.385646951296837,"Black rockfish Washington","NWFSC-BLACKROCKWASH-1940-2019-SISIMP2021-2","Sebastes melanops","Black rockfish","USA-NMFS-WASH","US West Coast"
